question	answers
In your study are displayed your 5 favourite puzzle books. If you decide to arrange the five books in every possible combination and moved just one book every minute, how long would it take you ?	 B
A cheerleading squad practices 1 hour a day from Monday through Thursday for a competition on Saturday. How many hours would they need to practice on Friday in order to have practiced an average of 2 hours a day over the 5 days from Monday through Friday?	 C
A certain business printer can print 100 characters per second, which is 5 times faster than an average printer. If an average printer can print 4 times faster than an electric typewriter, how many characters per minute can an electric typewriter print?	 A
50% of all high school students hate roller coasters; the rest love them. 20% of those students who love roller coasters own chinchillas. What percentage of students love roller coasters but do not own a chinchilla?	 B)40%
The binary representation of 0.6875 is ?	 B
A letter has to be printed 100 lines with 80 character, if the same letter is printed with 40 characters per line, how many lines will it have?	 A)200
The sum of 3rd and 15th elements of an arithmetic progression is equal to the sum of the 6th, 11th and 13th elements of the same progression. Then, which element of the series should necessarily be equal to zero ?	 D
A printer started its work at 8.15 a.m and ended its work at 9.20 p.m. It was interrupted twice for the time duration of 42 min. It can print 100 instructions per hour. Approximate how many instructions it printed?	 B
At an amusement park, tom bought a number of red tokens and green tokens. Each red token costs $0.05, and each green token costs $0.14. If Tom spent a total of exactly $2.06, how many token in total did Tom buy?	"Rationale: Let the number of red tokens Tom bought be x and the number of green tokens be y. 

The total cost equation can be written as:
0.05x + 0.14y = 2.06

We also know that the total number of tokens bought is x + y.

To solve this system of equations, we need to find integer solutions for x and y that satisfy both equations.

Let's multiply the first equation by 100 to clear decimals:
5x + 14y = 206

Now we have a system of two linear equations:
1) 5x + 14y = 206
2) x + y = Total number of tokens

From equation (2), we can write:
x = Total number of tokens - y

Substitute this into equation (1):
5(Total number of tokens - y) + 14y = 206
5Total number of tokens - 5y + 14y = 206
5Total number of tokens +9y=206
9y=206-5Total no.of token
9*y=6+11*18-10*20+7*27-8*28 
=>9*y=6+198-200+189"
An accurate clock shows 7 o'clock in the morning. The hour hand then rotates by 90o. The time in the clock is:	 B
If the volume of a tank is 4,120 cubic centimeters, what is the volume of the tank in cubic meters? (1 centimeter = 0.01 meter)	 B
How many parallelograms will be formed if 7 parallel horizontal lines intersect 6 parallel vertical lines?	 C
A 5 liter mixture of water and sugar is 50% sugar. If 1 liter of water is added, approximately what is the % of the new mixture of sugar?	 A)40%
In a very big class, 40% of the students enrolled for Math and 70% enrolled for Economics. If 15% of the students enrolled for both Math and Economics, what % of the students of the class did not enroll for either of the two subjects?	 B)5%
A fisherman's day is rated as good if he catches 9 fishes, fair if he catches 7 fishes and poor if he catches 5 fishes. The fisherman catches 53 fishes in a week that includes good, fair and poor days. How many good days the fisherman had during the week?	"Rationale: Let's denote the number of good days as \(x\), fair days as \(y\), and poor days as \(z\). We are given that:
1. A good day yields 9 fishes, so the total number of fishes from good days = \(9x\).
2. A fair day yields 7 fishes, so the total number of fishes from fair days = \(7y\).
3. A poor day yields 5 fishes, so the total number of fishes from poor days = \(5z\).

Given that the fisherman catches a total of 53 fishes in a week:
\[9x + 7y + 5z = 53 \quad \text{(Equation 1)}\]

We also know that there are a total of seven days in a week, so:
\[x + y + z = 7 \quad \text{(Equation 2)}\]

To solve for the number of good days (\(x\)), we need to find values for \(y\) and \(z\) first.

Let's try different combinations to satisfy Equation (1) and Equation (2):
- If we take one good day (\(x=1\)), then two fair days and four poor"
Some students arranged picnic. The budget was Rs. 240. Because four students of the group failed to go, the cost to each student was increased by Rs.5. How many students went for the picnic?	 A)12
A family of 2 parents and 2 children is waiting in line to order at a fast-food restaurant. Joey, the younger child, has a tendency to cause mischief when he is not watched carefully. Because of this, the father wants to keep Joey ahead of him in line at all times. How many different ways can the family arrange themselves in line, such that the father is able to watch Joey?	 A)6
A certain straight corridor has four doors, A, B, C and D (in that order) leading off from the same side. How far apart are doors B and C? The distance between doors B and D is 10 meters. The distance between A and C is 12 meters.	 E)1
You are buying pumpkins at a local farmer's market and are paying for the pumpkins by weight. Your container weighs 30 pounds. The pumpkins plus the container weighs 90 pounds. If you bought 10 pumpkins, how much was the average weight of your pumpkins?	 D
Preston's Health Foods makes a mixed nut blend that contains 26% cashews. Simon, one of the workers at the plant, has 9 kilograms of nuts that are 30% cashews. He also has a large supply of mixed nuts that contain 22% cashews. How many kilograms of the 22% cashew mix does Simon need to add to the 30% cashew mix to obtain a mix that is 26% cashews?	 Option C
A builder has to pour a concrete slab 12 centimeters thick to cover an area 10 meters long and 2 meters wide. How many cubic meters of concrete will the builder need?	 B
A man buys a watch for Rs. 1950 in cash and sells it for Rs. 2200 on credit of 1 year. If the rate of interest is 10% per annum, the man:	 A
The cost of Brand V paper is proportional to the weight. If 12 ounces of Brand V paper cost $ 12, what is the cost of 16 ounces of Brand V paper?	 B
Last year Joe grew 2 inch and Sally grew 200 percent more than Joe grew. How many inches did Sally grow last year?	 D)3
Akhil has twice as much money as Sohan and Sohan has 50% more money than what Pankaj has. If the average money with them is Rs 110, then Akhil has	 D
A password to a certain database consists of digits that cannot be repeated. If the password is known to consist of at least 8 digits and it takes 12 seconds to try one combination, what is the amount of time, in minutes, necessary to guarantee access to database?	 A) \(8!/5\)
A single refined oil can contains 20% impurities. After double–refining, it contains 4% impurities. How much of double-refined oil can be obtained from 30 litres of single refined oil?	 C
In an election, 68% of the voters exercised their franchise. Of these, 48% were women. The number of males exercising their franchise was 53,040. How many eligible voters were there in total?	 A)78741
A man invests Rs. 128 and obtained Rs. 16. The interest obtained by him is:	 [INS]
Lindsay can paint 25% of a certain room in 20 minutes. What fraction of the same room can Joseph paint in 20 minutes if the two of them can paint the room in an hour, working together at their respective rates?	 [INS]
A, B and C start at the same time in the same direction to run around a circular stadium. A completes a round in 252 seconds, B in 308 seconds and c in 198 seconds, all starting at the same point. After what time will they again at the starting point ?	 D
A house sold for $500,000 in 1990 and sold ten years later for $400,000. By what percent did the value of the house change?	 D) -20%
The distance between Omaha and Lincoln is 60 miles. John drives a car that gets 30 miles per gallon of gas, and David drives a car that gets 20 miles per gallon. How many more gallons of gas does David use on a round trip from Omaha to Lincoln?	 A)2
When a number is divided by 6 and then multiplied by 12 and the answer is 9, what is the number?	 A
A, B and C are three contestants in a 1000 m race. If A finishes the race 40 m ahead of B and 64 m ahead of C, how much did each of them cover at that time?	 [INS]
At a delivery store, seven packages have an average (arithmetic mean) weight of 222 kg and a median weight of 270 kg. What is the maximum possible weight, in kilograms, of the lightest package?	"Rationale: Let's denote the weights of the seven packages as \( a, b, c, d, e, f, g \) in ascending order. Since the median weight is 270 kg and there are 7 packages arranged in ascending order, the fourth package's weight must be 270 kg.

Therefore, \( d = 270 \).

The average weight of all seven packages is given as 222 kg. So we have:

\( (a + b + c + d + e + f + g) / 7 = 222 \)

Substitute \( d = 270 \) into the equation above:

\( (a + b + c + 270 + e + f+ g) /7 = 222 \)

Simplify to get:

\( a+b+c+e+f+g=1554 \)

Since we want to find the maximum possible weight of the lightest package which corresponds to 'a', we need to minimize \( b+c+e+f+g \). To do this while keeping their sum constant at \(1554\), let's make them equal. This way each will be equal to \(1554/5=310\) for minimum value.

Thus,

\( a =310 -b-c-d-e-f"
In 4 years, Raj's father will be double Raj's age then. Two years ago, while his mother was twice his age that time. If Raj is going to be 32 years old 8 years from now, then what is the sum of his parents age now?	 D
In 1989 the price of a new model S car was x dollars. If the price of the model S car increased each year by 10 percent of the previous year's price, what was the price of the car, in dollars, in 1991?	 C
Esteban is in a line at a theater. If he is the 26th person counting from the back of the line and the 18th person counting from the front of the line, how many people are in the line?	 C
Divide the number 49 into two parts, such that if the greater part is increased by 6 and the lesser part is decreased by 11, their ratio is 9 to 2.	 B)30
A Doctor must see 35 patients in a day. At 4 PM the doctor had seen 21 of his patients. What percentage of patients had he not seen ?	 A
Jay is selling his shoes and making a 15% gain from it. His friend wants to buy them so he offers him a 5% discount. At what price did Jay originally buy his shoes, if he sold it to his friend for $218.50?	 D
If the area of a square region having sides of length 6 centimeters is equal to the area of a rectangular region having width 2 centimeters, then the length of the rectangle, in centimeters, is	 [INS]
Gina and Tina's average grade is 23 points higher than Tina's grade. What is the difference between their grades?	 A)46.
Of a certain high school graduating class, 25 percent of the students continued their formal education, and 50 percent of those who continued their formal education went to four-year colleges. If 100 students in the class went to four-year colleges, how many students were in the graduating class?	 A)500
A cycled from P to Q at 10 kmph and returned at the rate of 9 kmph. B cycled both ways at 12 kmph. In the whole journey B took 10 minutes less than A. Find the distance between P and Q.	 C
If a rectangular box has two faces with an area of 25, two faces of area 50, and two faces of area 72, what is its volume?	 D)300
Q is 30% of N. N is 170% of Y. What percentage of Y is Q?	 A)51%
The prices of a scooter and a television set are in the ratio 3:2 . If a scooter costs Rs.6000 more than the television set, the price of the scooter is :	 D
A scooter and a television cost ratio is 8:7. If cost of scooter is 4000 rs. more than television. Then, calculate the cost of television?	 B
The length of each side of an equilateral triangle having an area of 4√3 cm^2 is?	 E
The sum of odd numbers between 20 and 30 is	 C
In the reading room of a library, there are 10 tables, 4 chairs per table. In each table there are different numbers of people seated. How many ways they will sit in the library so that no chair would be blank?	 E
An engine of length 1000 m moving at 10 m/s. A bird is flying from the start of the engine to the end at x kmph and coming back at 2x. Take total time of bird traveling as 187.5 seconds. Find x and 2x	 [INS]
Consider a courier company A which can deliver 100 parcels in 5 days with 5 men working for 8 hours a day. Consider another courier company B where every employee is equally efficient as that of company B. Company B is short of one man when compared to A and has a policy of asking its workers to work only for 6 hours a day. How long (in days) company B will take to deliver 100 parcels.	 **B)8.33**
"Four people need to cross a dark river at night.
* They have only one torch and the river is too risky to cross without the torch.
* If all people cross simultaneously then torch light wont be sufficient.
* Speed of each person of crossing the river is different.cross time for each person is 1 min, 2 minutes, 7 minutes and 10 minutes.
What is the shortest time needed for all four of them to cross the river ?"	 D
Davji Shop sells samosas in boxes of different sizes. The samosas are priced at Rs. 2 per samosa up to 200 samosas. For every additional 20 samosas, the price of the whole lot goes down by 10 paise per samosa. What should be the maximum size of the box that would maximise the revenue?	"Rationale: Let's assume the maximum size of the box to be x, and let's calculate the revenue for different sizes of boxes.

For the first 200 samosas, each samosa costs Rs. 2.
So, revenue for the first 200 samosas = 200 * 2 = Rs. 400.

For additional samosas beyond 200:
- For every additional 20 samosas, the price decreases by 10 paise per samosa.
- This means for every additional set of 20 samosas, there is a decrease in total cost by (20 * 0.10) = Rs.2.

Let's calculate how many sets of extra 20s can be accommodated in a box size x:
Number of extra sets of 20s = (x - 200) / 20

Total revenue from these extra sets would be:
= Total number of extra samosas * Reduced price per set
= Number of extra sets * (Rs.2 - Rs.(0.10*20))
= Number of extra sets * (Rs.2 - Rs.2)
= Number of extra sets * Rs.0

This implies that there will be no change in revenue beyond the initial sale as any reduction in price is"
If the ratio of age of mother and son 3:5, and the mother is 12 years old, then what will be the age of son?	 A
Divide Rs.32000 in the ratio 3:5?	 A)12000,20000
What is the interest due after 40 days for Rs. 3200 at 10% interest per year?	 A
A bakery has 4 varieties of pastries. Each variety is having many number of pastry. I want to purchase of 10 pastries such that I get to taste each variety. How many ways to purchase?	 A)72
"Fernando Alonso and Sebastian Vettel go for a car race. Before the start of race, both of them have the exactly same amount of fuel in their respective cars. With the given fuel Fernando can drive continuously for 4 hours while Vettel can drive 1 hour more.
After some time they realize that amount of fuel left in Sebastian car is 4 times the fuel in Fernando car.
For long have they been racing ?"	 A
Kelly finished 30th in a marathon race. if he was the 65th slowest in the race, how many runners were in the race?	 E
One side of a rectangular field is 4 m and its length along diagonal is 5 m. What is the area of the field?	 A
Equal quantities of three mixtures of milk and water are mixed in the ratio 1:2, 2:3 and 3:4. The ratio of water and milk in the mixture is:	 A
My company's funding allows for 5 employees. The proposed offer is $315,000 to distribute evenly to the workers, but they employees are demanding $65,000 each. How much more money does the company need to offer to pay all the workers this amount?	 A) $10,000
In 1978, a kg of paper was sold at Rs25/-. If the paper rate increases at 1.5% more than the inflation rate which is 6.5% a year, then what will be the cost of a kg of paper after 2 years?	 B
Find the cost of carpeting a room 13 m long and 9 m broad with a carpet 75 cm wide at the rate of Rs. 12.40 per square metre.	 A) Rs.1943.40
The ratio of a numerator to denominator is 2:3. If six is subtracted from the numerator, the new fraction is now 2/3 of the original fraction. Find the numerator.'	 A
"At a casino, gamblers spin a number-wheel containing positive, two-digit numbers. If the gambler bets on a prime number, he/she will win 2 times their bet, if the wheel shows that number. If the gambler bets on a non-prime number, he/she only wins half their bet, if the wheel shows that number. If a gambler won $100, which of the choices is possible?
I. bet $50 on 11
II. bet $50 on 21
III. bet $200 on 89"	 A) I only
"One day in December 2015, three 2-digit prime numbers A, B and C, were
given to three members of a High School math team: Ashley, Beth, and Caitlin (respectively).
They had this conversation:
Ashley: \If you two add your numbers, we get precisely today's date!""
Beth: \If you two add your numbers, we get my birthday this month, which was before today.""
Caitlin: \If you two add your numbers, we get my birthday this month, which is after today.""
What number did Caitlin get?"	 C
John spent 72% of his budget on fruits ( including apples) , and 36% of his budget on apples. What percent of the money spent on Fruits were not spent on apples.	 E
In a group of 18 children, there are twice as many girls as boys, and twice as many right-handed people as there are left-handed people. If a sixth of the boys are left-handed, how many girls are right-handed?	 A
A car is moving at the speed of 60 km per one hour. What is the time elapsed after traveling 130 km?	 A
A farmer is trying to grow the largest pumpkin for the county fair. He estimates that in one month he will grow his current largest pumpkin by 35 percent. A traveling salesman offers him a plant fertilizer that is guaranteed to help grow the pumpkin an additional 5 percent. If the salesman's product works, what is the total percentage increases the farmer will achieve with his pumpkin in one month.	 A
Company X receives 16 applications for a job, 6 of which are from present employees of the company. If 3 of the applicants are to be hired, including exactly one of the applicants who is not a present employee of the company, how many distinct groups of applicants can be selected?	 D)150
The measures of the interior angles taken in order of a polygon form an arithmetic sequence. The least measurement in the sequence is 850. The greatest measurement is 2150. Find the number of sides in the given polygon	 C
An oculist charges $30.00 for an eye examination, frames, and glass lenses, but $48.00 for an eye examination, frames, and plastic lenses. If the plastic lenses cost four times as much as the glass lenses, how much do the glass lenses cost?	 D) $6
A salon spa loyalty program magazine charges a $250 program fee. In light of new tax laws, the price is planned to be increased by $40. If the program could lose 400 subscribers thereafter and still collect the same revenue as it did before, how many subscribers did the magazine have last year?	 E
A picks a number from the bag where the bag consists of numbers from {1,2....23} and puts it in the same bag. Now, another person B picks a number from the bag. Find the probability that A has picked a greater number than B?	 D)13/23
Ram has 12 pennies. He lost 5 of his pennies, how many does he have now?	 C
A green lizard can travel from the green cave to the blue cave in 72 minutes; the blue lizard can travel from the blue cave to the green cave in 25% less time. If the green lizard started to travel 5.5 minutes before the blue lizard, how many minutes after the blue lizard, will the green lizard pass the middle line?	 D)6.5
If an electricity bill is paid before due date, one gets a reduction of 4 % on the amount of the bill. By paying the bill before due date, a person got a reduction of 13 . The amount of his electricity bill was	 C) $325
How many hand shakes will be there, if 8 people shake hands with every other person in the room?	 C
A ticket to Disney land costs $24. Maria has been saving all summer to buy tickets for her and 15 friends. She has saved $323 so far. How much more will need to be saved in irder to buy the tickets.	 A)27
A salesman makes a 10% commission on the selling price for each light switch he sells. If he sells 220 switches and the selling price of each switch is $6, what is his total commission?	 E
G and H are each equal to 20% of Z. If G, H, and F are equal to 100% of Z together, what percentage of Z is F?	 B
When Mary paints a house, it takes her 4 hours. When Lisa joins Mary, and they work together, it takes them only 3 hours to paint a house of the same size. How long would it take for Lisa to paint a house of the same size by herself?	 D
Consider a school which consists of boys, girls and one teacher. There twice as many girls as boys. During prayer, this school follows a procedure where people bows to each other. Each girl and boy is required to bow to other girls, boys and their teacher. Each day 900 bows are completed. Find how many boys there are in the school ?	"Rationale: Let's denote the number of boys as B, the number of girls as G, and there is 1 teacher. Given that there are twice as many girls as boys, we can write this as G = 2B.

During prayer, each girl bows to other girls, boys, and the teacher. So each girl makes (G + B + 1) bows in total. Similarly, each boy also bows to other girls, boys, and the teacher making (G + B + 1) bows in total.

Given that each day 900 bows are completed in total:
Total number of bows made by all girls = G * (G + B + 1)
Total number of bows made by all boys = B * (G + B + 1)

Since there are no self-bows or repetitions,
Total number of bows = Total number of bows made by all girls + Total number of bows made by all boys
Therefore,
900 = G * (G + B + 1) + B * (G+ B+ 1)
Substitute G = 2B into the equation above:
900 = 2B(3B+1) + B(3B+1)
900 = 6B^2+"
"I have an amazing bath tub having both hot and cold water taps.
The cold water tap can fill my tub in 6 hours while cold water tap can fill the tub in approximately 4 hours.
I turned them on simultaneously but forgot to close the lid which removes the water out of tub.
The lid can empty the tub in exact 13 hours.
Since both taps are open along with the lib, can you estimate the time needed to fill the bath tub?"	"Rationale: Let's denote the rate at which the hot water tap fills the tub as H, and the rate at which the cold water tap fills the tub as C. We can calculate their rates using the formula: Rate = Work / Time.

From the given information:
- The hot water tap fills the tub in 6 hours, so its rate is H = 1/6.
- The cold water tap fills the tub in 4 hours, so its rate is C = 1/4.
- The lid empties the tub in 13 hours, so its rate is -1/13 (negative because it removes water).

When both taps are open along with the lid, their combined rate of filling will be (H + C - L), where L represents the rate of emptying by closing lid.

Therefore, (H + C - L) = (1/6 + 1/4 - 1/13) = (13 + 19 - 24) /78 = 8 /78

Now we need to find out how long it takes for both taps along with lid to fill up a whole bathtub. This can be calculated using Time = Work / Rate.

Time taken to fill up a whole bathtub with all three working together"
A man had 43 sheep. he wanted to divide them equally among his 6 children. How many sheep shall he keep to himself, so as to equally divide remaining sheep among his 6 children?	 D)2
If a jewelry store wants to sell a necklace for $179.95 next week at a 50% off sale, how much is the price of the necklace this week?	 D
At a company meeting, M men and W women meet in a conference room. If the ratio of men to women is 2:3 at the meeting and the conference room can hold no more than 64 people, then what is the maximum number of women who can be at the meeting?	 B
A password needs to contain 2 letters and 3 numbers. How many different passwords are possible if repetition of letters and numbers is allowed?	 A)676000
In a end-of-season sale, the prices at a store have been cut to 90%. How many dollars would a $50 item cost?	 A) $5
