question	answers
Three quarts of a bleaching chemical, Minum, contains 5 percent hydrogen peroxide and water. A different type of bleaching chemical, Maxim, which contains 20 percent hydrogen peroxide, will be mixed with the three quarts of Minum. How much of type Maxim should be added to the three quarts of Minum so that the resulting mixture contains 10 percent hydrogen peroxide?	 A)2 quarts
The total weight of a tin and the cookies it contains is 2 pounds. After 3/4 of the cookies are eaten, the tin and the remaining cookies weigh 0.8 pounds. What is the weight of the empty tin in pounds?	 C
In how many ways to choose a group of 3 people from 6 couples so that no couple is chosen	 D
There are 6 multiple choice questions in an examination. How many sequences of answers are possible, if the first three questions have 4 choices each and the next three have 5 each?	 D
Eesha has a wheat business. She purchases wheat from a local wholesaler of a particular cost per pound. The price of the wheat of her stores is $3 per kg. Her faulty spring balance reads 0.9 kg for a KG. Also in the festival season, she gives a 10% discount on the wheat. She found that she made neither a profit nor a loss in the festival season. At what price did Eesha purchase the wheat from the wholesaler ?	 A) $2.43
A train does a journey without stopping for 8 hours. If it had traveled 5 km an hour faster, it would have done the journey in 6 hours 40 min. What is its slower speed?	 B
The spherical ball of lead 3 cm in diameter is melted and recast into 3 spherical balls. The diameters of two of these are 1 1/2 cm and 2 cm respectively. The diameter of third ball is?	"Rationale: 
Let's consider the volume of lead in the original spherical ball is equal to the sum of volumes of the three new spherical balls.

Volume of a sphere = (4/3) * π * r^3, where r is the radius.

Given that the original ball has a diameter of 3 cm, so its radius is 1.5 cm.
Volume of original ball = (4/3) * π * (1.5)^3

Now, for the three new balls:
Let d be the diameter of the third ball, so its radius will be d/2.

Volumes:
1. Volume of first new ball with diameter 1 1/2 cm = (4/3) * π * ((1.5)/2)^3
2. Volume of second new ball with diameter 2 cm = (4/3) * π * (1)^3
3. Volume of third new ball with diameter d = (4/3) * π * ((d)/2)^3

Since all these volumes should add up:

(4/3)π*(1.5)^3 = [(4/3)*π*((1.5)/2)^3] + [(4/3)*π*(1"
A rope can make 70 rounds of the circumference of a cylinder whose radius of the base is 14cm. how many times can it go round a cylinder having radius 20 cm?	 B)49
The steamer going upstream would cover the distance between Town A and Town B in 5 hours. The same steamer going downstream would cover the distance between the towns in 3 hours. How long would it take a raft moving at the speed of the current to float from B to A?	 A)10 hours
Rijon is the bass player in a wedding band which has 9 musicians. When the gig is over, the manager collects the payment of $1000 from the bride and groom. The manager has a fee of $100.00 for booking the gig. How much will the manager have to give each musician in order to pay them equally?	 E) $100
A test consists of two sections. The first section contains 40 questions and the second section contains 80 questions. If a student answered 70 percent of all the questions in the test correctly and answered 60 percent of the questions in the second section correctly, what percent of the questions did the student answer in the first section correctly?	 A)65%
A merchant has three different types of milk: 435 liters, 493 liters and 551 liters. Find the least number of casks of equal size required to store all the milk without mixing.	 A)51
The population of a city increases at the rate of 4% per annum. There is an additional annual increase of 1% in the population due to the influx of job seekers. Therefore, the % increase in the population after 2 years will be :	 E) None of these
In your study are displayed your 5 favourite puzzle books. If you decide to arrange the five books in every possible combination and moved just one book every minute, how long would it take you ?	 B
A cheerleading squad practices 1 hour a day from Monday through Thursday for a competition on Saturday. How many hours would they need to practice on Friday in order to have practiced an average of 2 hours a day over the 5 days from Monday through Friday?	 C)6
A certain business printer can print 100 characters per second, which is 5 times faster than an average printer. If an average printer can print 4 times faster than an electric typewriter, how many characters per minute can an electric typewriter print?	 A)300
50% of all high school students hate roller coasters; the rest love them. 20% of those students who love roller coasters own chinchillas. What percentage of students love roller coasters but do not own a chinchilla?	 E)80%
The binary representation of 0.6875 is ?	 B
A letter has to be printed 100 lines with 80 character, if the same letter is printed with 40 characters per line, how many lines will it have?	 A)200
The sum of 3rd and 15th elements of an arithmetic progression is equal to the sum of the 6th, 11th and 13th elements of the same progression. Then, which element of the series should necessarily be equal to zero ?	 A)1st
A printer started its work at 8.15 a.m and ended its work at 9.20 p.m. It was interrupted twice for the time duration of 42 min. It can print 100 instructions per hour. Approximate how many instructions it printed?	 A)1268.333
At an amusement park, tom bought a number of red tokens and green tokens. Each red token costs $0.05, and each green token costs $0.14. If Tom spent a total of exactly $2.06, how many token in total did Tom buy?	"Rationale: Let the number of red tokens be x and the number of green tokens be y.

The total cost equation can be represented as:
0.05x + 0.14y = 2.06

We are looking for the total number of tokens, so x + y needs to be found.

To solve this system of equations, we need to find values for x and y that satisfy both equations.

Given that Tom spent a total of $2.06, we can substitute this value into the equation:

0.05x + 0.14y = 2.06
5x + 14y = 206 (multiplying by 100 to get rid of decimals)

Now, there could be multiple ways to approach solving this system based on personal preference or comfort with different methods like substitution or elimination method.

Let's use substitution method here:
From the given information in the question stem, it is not explicitly mentioned how many red and green tokens were bought by Tom.
So let's assume some values for x (number of red tokens) and then calculate corresponding y (number of green tokens).

Let's start with assuming x = 20 (just as an example):
5(20) + 14y = 206
100 +"
An accurate clock shows 7 o'clock in the morning. The hour hand then rotates by 90o. The time in the clock is:	 B)10 o'clock
If the volume of a tank is 4,120 cubic centimeters, what is the volume of the tank in cubic meters? (1 centimeter = 0.01 meter)	 B)0.00412
How many parallelograms will be formed if 7 parallel horizontal lines intersect 6 parallel vertical lines?	 C
A 5 liter mixture of water and sugar is 50% sugar. If 1 liter of water is added, approximately what is the % of the new mixture of sugar?	 A)40%
In a very big class, 40% of the students enrolled for Math and 70% enrolled for Economics. If 15% of the students enrolled for both Math and Economics, what % of the students of the class did not enroll for either of the two subjects?	 A) 0%
A fisherman's day is rated as good if he catches 9 fishes, fair if he catches 7 fishes and poor if he catches 5 fishes. The fisherman catches 53 fishes in a week that includes good, fair and poor days. How many good days the fisherman had during the week?	"Rationale: Let's denote the number of good, fair, and poor days as G, F, and P respectively.

Given:
G + F + P = 7 (total number of days in a week)
9G + 7F + 5P = 53 (total number of fishes caught)

We can solve these two equations simultaneously to find the value of G.

From the first equation:
P = 7 - G - F

Substitute this into the second equation:
9G + 7F + 5(7 - G - F) = 53
9G + 7F + 35 - 5G - 5F = 53
4G + 2F =18
2G + F =9

Since we are looking for the number of good days (G), let's try different values for G starting from option A:

A) If there is only one good day (G=1):
2(1) + F =9
2+F=9
F=7

This doesn't satisfy our initial equations. 

B) If there are two good days (G=2):
2(2) + F =9
4+F=9 
F=5

This satisfies"
Some students arranged picnic. The budget was Rs. 240. Because four students of the group failed to go, the cost to each student was increased by Rs.5. How many students went for the picnic?	 [INS]
A family of 2 parents and 2 children is waiting in line to order at a fast-food restaurant. Joey, the younger child, has a tendency to cause mischief when he is not watched carefully. Because of this, the father wants to keep Joey ahead of him in line at all times. How many different ways can the family arrange themselves in line, such that the father is able to watch Joey?	 B)12
A certain straight corridor has four doors, A, B, C and D (in that order) leading off from the same side. How far apart are doors B and C? The distance between doors B and D is 10 meters. The distance between A and C is 12 meters.	 [INS]
You are buying pumpkins at a local farmer's market and are paying for the pumpkins by weight. Your container weighs 30 pounds. The pumpkins plus the container weighs 90 pounds. If you bought 10 pumpkins, how much was the average weight of your pumpkins?	 D
Preston's Health Foods makes a mixed nut blend that contains 26% cashews. Simon, one of the workers at the plant, has 9 kilograms of nuts that are 30% cashews. He also has a large supply of mixed nuts that contain 22% cashews. How many kilograms of the 22% cashew mix does Simon need to add to the 30% cashew mix to obtain a mix that is 26% cashews?	 C
A builder has to pour a concrete slab 12 centimeters thick to cover an area 10 meters long and 2 meters wide. How many cubic meters of concrete will the builder need?	 B)2.4 cubic meter
A man buys a watch for Rs. 1950 in cash and sells it for Rs. 2200 on credit of 1 year. If the rate of interest is 10% per annum, the man:	 [INS]
The cost of Brand V paper is proportional to the weight. If 12 ounces of Brand V paper cost $ 12, what is the cost of 16 ounces of Brand V paper?	 B
Last year Joe grew 2 inch and Sally grew 200 percent more than Joe grew. How many inches did Sally grow last year?	 D
Akhil has twice as much money as Sohan and Sohan has 50% more money than what Pankaj has. If the average money with them is Rs 110, then Akhil has	 D)Rs180
A password to a certain database consists of digits that cannot be repeated. If the password is known to consist of at least 8 digits and it takes 12 seconds to try one combination, what is the amount of time, in minutes, necessary to guarantee access to database?	 A)8!/5
A single refined oil can contains 20% impurities. After double–refining, it contains 4% impurities. How much of double-refined oil can be obtained from 30 litres of single refined oil?	 C
In an election, 68% of the voters exercised their franchise. Of these, 48% were women. The number of males exercising their franchise was 53,040. How many eligible voters were there in total?	 A)78741
A man invests Rs. 128 and obtained Rs. 16. The interest obtained by him is:	 C
Lindsay can paint 25% of a certain room in 20 minutes. What fraction of the same room can Joseph paint in 20 minutes if the two of them can paint the room in an hour, working together at their respective rates?	 A)3 %
A, B and C start at the same time in the same direction to run around a circular stadium. A completes a round in 252 seconds, B in 308 seconds and c in 198 seconds, all starting at the same point. After what time will they again at the starting point ?	"Rationale: To find the time when A, B, and C will meet again at the starting point, we need to find the least common multiple (LCM) of their individual times taken to complete one round around the circular stadium.

Given:
A completes a round in 252 seconds,
B completes a round in 308 seconds,
C completes a round in 198 seconds.

We need to find the LCM of 252, 308, and 198.

Step-by-step calculation for finding LCM:
1. Prime factorize each number:
   - 252 = 2^2 * 3^2 * 7
   - 308 = 2^2 * 7 * 11
   - 198 = 2 *3^2*11

2. Identify all unique prime factors with their highest powers from all numbers:
   - Prime factors: {2,3,7,11}
   - Highest powers: {2^2 ,3^2 ,7 ,11}

3. Multiply these prime factors with their highest powers to get LCM:
   LCM = (2^2) * (3^2) * (7) * (11)
       = (4) * (9) *(77"
A house sold for $500,000 in 1990 and sold ten years later for $400,000. By what percent did the value of the house change?	 D) -20%
The distance between Omaha and Lincoln is 60 miles. John drives a car that gets 30 miles per gallon of gas, and David drives a car that gets 20 miles per gallon. How many more gallons of gas does David use on a round trip from Omaha to Lincoln?	 A)2
When a number is divided by 6 and then multiplied by 12 and the answer is 9, what is the number?	 A)4.5
A, B and C are three contestants in a 1000 m race. If A finishes the race 40 m ahead of B and 64 m ahead of C, how much did each of them cover at that time?	 D) When B covers 960 m, C covers 936 m.
At a delivery store, seven packages have an average (arithmetic mean) weight of 222 kg and a median weight of 270 kg. What is the maximum possible weight, in kilograms, of the lightest package?	 [INS]
In 4 years, Raj's father will be double Raj's age then. Two years ago, while his mother was twice his age that time. If Raj is going to be 32 years old 8 years from now, then what is the sum of his parents age now?	 D
In 1989 the price of a new model S car was x dollars. If the price of the model S car increased each year by 10 percent of the previous year's price, what was the price of the car, in dollars, in 1991?	 C) $1.21x
Esteban is in a line at a theater. If he is the 26th person counting from the back of the line and the 18th person counting from the front of the line, how many people are in the line?	 C
Divide the number 49 into two parts, such that if the greater part is increased by 6 and the lesser part is decreased by 11, their ratio is 9 to 2.	 B
A Doctor must see 35 patients in a day. At 4 PM the doctor had seen 21 of his patients. What percentage of patients had he not seen ?	 A
Jay is selling his shoes and making a 15% gain from it. His friend wants to buy them so he offers him a 5% discount. At what price did Jay originally buy his shoes, if he sold it to his friend for $218.50?	 D
If the area of a square region having sides of length 6 centimeters is equal to the area of a rectangular region having width 2 centimeters, then the length of the rectangle, in centimeters, is	 A)16
Gina and Tina's average grade is 23 points higher than Tina's grade. What is the difference between their grades?	 A)46
Of a certain high school graduating class, 25 percent of the students continued their formal education, and 50 percent of those who continued their formal education went to four-year colleges. If 100 students in the class went to four-year colleges, how many students were in the graduating class?	 A)500
A cycled from P to Q at 10 kmph and returned at the rate of 9 kmph. B cycled both ways at 12 kmph. In the whole journey B took 10 minutes less than A. Find the distance between P and Q.	 C)3.75km
If a rectangular box has two faces with an area of 25, two faces of area 50, and two faces of area 72, what is its volume?	 D
Q is 30% of N. N is 170% of Y. What percentage of Y is Q?	 A)51%
The prices of a scooter and a television set are in the ratio 3:2 . If a scooter costs Rs.6000 more than the television set, the price of the scooter is :	 [INS]
A scooter and a television cost ratio is 8:7. If cost of scooter is 4000 rs. more than television. Then, calculate the cost of television?	 B
The length of each side of an equilateral triangle having an area of 4√3 cm^2 is?	 E
The sum of odd numbers between 20 and 30 is	 C
In the reading room of a library, there are 10 tables, 4 chairs per table. In each table there are different numbers of people seated. How many ways they will sit in the library so that no chair would be blank?	 [INS]
An engine of length 1000 m moving at 10 m/s. A bird is flying from the start of the engine to the end at x kmph and coming back at 2x. Take total time of bird traveling as 187.5 seconds. Find x and 2x	 [INS]
Consider a courier company A which can deliver 100 parcels in 5 days with 5 men working for 8 hours a day. Consider another courier company B where every employee is equally efficient as that of company B. Company B is short of one man when compared to A and has a policy of asking its workers to work only for 6 hours a day. How long (in days) company B will take to deliver 100 parcels.	"Rationale: Let's first find the total work done by company A in one day. Company A delivers 100 parcels in 5 days with 5 men working for 8 hours a day, so the total work done by company A in one day is:

Total work done by A in one day = (100 parcels) / (5 days) = 20 parcels per day

Now, let's find out how much work each man of company A does in one hour:

Work done by each man of A in one hour = 20 parcels / (5 men * 8 hours) = 0.5 parcel per hour

Since every employee of company B is equally efficient as that of company A and there is a shortage of one man compared to company A, the number of men working for B will be (5 - 1) = 4 men.

Now, let's calculate how long it will take for company B to deliver 100 parcels when each worker works for only 6 hours a day:

Number of parcels delivered by B in one hour = Work done by each man * Number of men
Number of parcels delivered by B in one hour = (0.5 parcel/hour) * (4 men) = 2 parcels/hour

"
"Four people need to cross a dark river at night.
* They have only one torch and the river is too risky to cross without the torch.
* If all people cross simultaneously then torch light wont be sufficient.
* Speed of each person of crossing the river is different.cross time for each person is 1 min, 2 minutes, 7 minutes and 10 minutes.
What is the shortest time needed for all four of them to cross the river ?"	 D
Davji Shop sells samosas in boxes of different sizes. The samosas are priced at Rs. 2 per samosa up to 200 samosas. For every additional 20 samosas, the price of the whole lot goes down by 10 paise per samosa. What should be the maximum size of the box that would maximise the revenue?	"Rationale: Let's calculate the revenue for each box size to find the maximum revenue.

Let's assume x as the number of samosas in a box. The price per samosa is Rs. 2 up to 200 samosas, and then it decreases by 10 paise (Rs. 0.10) for every additional 20 samosas.

For the first 200 samosas:
Revenue = Price per samosa * Number of samosas
Revenue = Rs. 2 * min(x, 200)

For additional samosas beyond the first 200:
Number of additional sets of 20 = max(0, (x - 200) / 20)
Price reduction per set = Rs. 0.10
Total reduction in price = Price reduction per set * Number of additional sets
New price per samosa after discount = Rs. (2 - Total reduction in price)

Total Revenue for x number of samosas:
If x <= 200,
Total Revenue = Rs. (2 * x)
If x > 200,
Total Revenue = [Rs.(400) + (x-200)*1*(x>220)] - [(x-220)*0.1*(x>220)]

Now we can calculate this expression for"
If the ratio of age of mother and son 3:5, and the mother is 12 years old, then what will be the age of son?	 C
Divide Rs.32000 in the ratio 3:5?	 A
What is the interest due after 40 days for Rs. 3200 at 10% interest per year?	 A
A bakery has 4 varieties of pastries. Each variety is having many number of pastry. I want to purchase of 10 pastries such that I get to taste each variety. How many ways to purchase?	 [INS]
"Fernando Alonso and Sebastian Vettel go for a car race. Before the start of race, both of them have the exactly same amount of fuel in their respective cars. With the given fuel Fernando can drive continuously for 4 hours while Vettel can drive 1 hour more.
After some time they realize that amount of fuel left in Sebastian car is 4 times the fuel in Fernando car.
For long have they been racing ?"	 E)16/7 hours
Kelly finished 30th in a marathon race. if he was the 65th slowest in the race, how many runners were in the race?	 E
One side of a rectangular field is 4 m and its length along diagonal is 5 m. What is the area of the field?	 A
Equal quantities of three mixtures of milk and water are mixed in the ratio 1:2, 2:3 and 3:4. The ratio of water and milk in the mixture is:	"Rationale: To find the ratio of water and milk in the final mixture, we need to consider the quantities of milk and water in each of the three mixtures being mixed.

Let's assume that equal quantities of each mixture are taken. This assumption simplifies calculations and does not affect the final ratio.

For the first mixture with a ratio of 1:2 (milk:water), if we take 1 unit of milk, then there are 2 units of water.
For the second mixture with a ratio of 2:3 (milk:water), if we take 2 units of milk, then there are 3 units of water.
For the third mixture with a ratio of 3:4 (milk:water), if we take 3 units of milk, then there are 4 units of water.

Adding up all these components:
Milk = 1 + 2 + 3 = 6
Water = 2 + 3 +4 =9

So, in total, after mixing all three equal quantities:
Total Milk = (1+2+3) x Equal Quantity
Total Water =(2+3+4)x Equal Quantity

Therefore, The ratio is Total Water : Total Milk=9x :6x"
My company's funding allows for 5 employees. The proposed offer is $315,000 to distribute evenly to the workers, but they employees are demanding $65,000 each. How much more money does the company need to offer to pay all the workers this amount?	 A)$10,000
In 1978, a kg of paper was sold at Rs25/-. If the paper rate increases at 1.5% more than the inflation rate which is 6.5% a year, then what will be the cost of a kg of paper after 2 years?	 B
Find the cost of carpeting a room 13 m long and 9 m broad with a carpet 75 cm wide at the rate of Rs. 12.40 per square metre.	"Rationale: 
To find the area to be carpeted, we first need to calculate the total area of the room and then subtract the area not to be carpeted (area covered by furniture or other objects).

Given:
Length of the room = 13 m
Breadth of the room = 9 m
Width of carpet = 75 cm = 0.75 m
Cost per square meter = Rs. 12.40

1. Calculate total area of the room:
Total Area = Length x Breadth
Total Area = 13m x 9m
Total Area = 117 sq.m

2. Calculate area not to be carpeted:
Area not to be carpeted is equal to the length and breadth reduced by twice the width of the carpet.
Area not to be carpeted = (13 - 2*0.75) x (9 - 2*0.75)
Area not to be carpeted = (11.5) x (7.5)
Area not to be carpeted ≈ 86.25 sq.m

3. Calculate final area to be carpeted:
Final Area = Total Area - Area not to be carpeted
Final Area ≈117 sq.m - 86.25 sq"
The ratio of a numerator to denominator is 2:3. If six is subtracted from the numerator, the new fraction is now 2/3 of the original fraction. Find the numerator.'	 D)7
"At a casino, gamblers spin a number-wheel containing positive, two-digit numbers. If the gambler bets on a prime number, he/she will win 2 times their bet, if the wheel shows that number. If the gambler bets on a non-prime number, he/she only wins half their bet, if the wheel shows that number. If a gambler won $100, which of the choices is possible?
I. bet $50 on 11
II. bet $50 on 21
III. bet $200 on 89"	 A) I only
"One day in December 2015, three 2-digit prime numbers A, B and C, were
given to three members of a High School math team: Ashley, Beth, and Caitlin (respectively).
They had this conversation:
Ashley: \If you two add your numbers, we get precisely today's date!""
Beth: \If you two add your numbers, we get my birthday this month, which was before today.""
Caitlin: \If you two add your numbers, we get my birthday this month, which is after today.""
What number did Caitlin get?"	 C
John spent 72% of his budget on fruits ( including apples) , and 36% of his budget on apples. What percent of the money spent on Fruits were not spent on apples.	 E
In a group of 18 children, there are twice as many girls as boys, and twice as many right-handed people as there are left-handed people. If a sixth of the boys are left-handed, how many girls are right-handed?	 A)1
A car is moving at the speed of 60 km per one hour. What is the time elapsed after traveling 130 km?	 A)2.16 hr
A farmer is trying to grow the largest pumpkin for the county fair. He estimates that in one month he will grow his current largest pumpkin by 35 percent. A traveling salesman offers him a plant fertilizer that is guaranteed to help grow the pumpkin an additional 5 percent. If the salesman's product works, what is the total percentage increases the farmer will achieve with his pumpkin in one month.	 A)41.75%
Company X receives 16 applications for a job, 6 of which are from present employees of the company. If 3 of the applicants are to be hired, including exactly one of the applicants who is not a present employee of the company, how many distinct groups of applicants can be selected?	 [INS]
The measures of the interior angles taken in order of a polygon form an arithmetic sequence. The least measurement in the sequence is 850. The greatest measurement is 2150. Find the number of sides in the given polygon	 C
An oculist charges $30.00 for an eye examination, frames, and glass lenses, but $48.00 for an eye examination, frames, and plastic lenses. If the plastic lenses cost four times as much as the glass lenses, how much do the glass lenses cost?	 D
A salon spa loyalty program magazine charges a $250 program fee. In light of new tax laws, the price is planned to be increased by $40. If the program could lose 400 subscribers thereafter and still collect the same revenue as it did before, how many subscribers did the magazine have last year?	 E
A picks a number from the bag where the bag consists of numbers from {1,2....23} and puts it in the same bag. Now, another person B picks a number from the bag. Find the probability that A has picked a greater number than B?	" D)13/23

Test Question:
Q: In a class of students, the ratio of boys to girls is $3:5$. If there are $24$ more girls than boys in the class, how many students are there in total?
O: ['A)48', 'B)60', 'C)72',"
Ram has 12 pennies. He lost 5 of his pennies, how many does he have now?	 C
A green lizard can travel from the green cave to the blue cave in 72 minutes; the blue lizard can travel from the blue cave to the green cave in 25% less time. If the green lizard started to travel 5.5 minutes before the blue lizard, how many minutes after the blue lizard, will the green lizard pass the middle line?	 D)6.5
If an electricity bill is paid before due date, one gets a reduction of 4 % on the amount of the bill. By paying the bill before due date, a person got a reduction of 13 . The amount of his electricity bill was	 C
How many hand shakes will be there, if 8 people shake hands with every other person in the room?	 C
A ticket to Disney land costs $24. Maria has been saving all summer to buy tickets for her and 15 friends. She has saved $323 so far. How much more will need to be saved in irder to buy the tickets.	 C)37
A salesman makes a 10% commission on the selling price for each light switch he sells. If he sells 220 switches and the selling price of each switch is $6, what is his total commission?	 A) $132
G and H are each equal to 20% of Z. If G, H, and F are equal to 100% of Z together, what percentage of Z is F?	 B)60%
When Mary paints a house, it takes her 4 hours. When Lisa joins Mary, and they work together, it takes them only 3 hours to paint a house of the same size. How long would it take for Lisa to paint a house of the same size by herself?	 A)5 hr
Consider a school which consists of boys, girls and one teacher. There twice as many girls as boys. During prayer, this school follows a procedure where people bows to each other. Each girl and boy is required to bow to other girls, boys and their teacher. Each day 900 bows are completed. Find how many boys there are in the school ?	 B
"I have an amazing bath tub having both hot and cold water taps.
The cold water tap can fill my tub in 6 hours while cold water tap can fill the tub in approximately 4 hours.
I turned them on simultaneously but forgot to close the lid which removes the water out of tub.
The lid can empty the tub in exact 13 hours.
Since both taps are open along with the lib, can you estimate the time needed to fill the bath tub?"	 A) Approximately 2.94 hours
A man had 43 sheep. he wanted to divide them equally among his 6 children. How many sheep shall he keep to himself, so as to equally divide remaining sheep among his 6 children?	 A
If a jewelry store wants to sell a necklace for $179.95 next week at a 50% off sale, how much is the price of the necklace this week?	 D
At a company meeting, M men and W women meet in a conference room. If the ratio of men to women is 2:3 at the meeting and the conference room can hold no more than 64 people, then what is the maximum number of women who can be at the meeting?	 B
A password needs to contain 2 letters and 3 numbers. How many different passwords are possible if repetition of letters and numbers is allowed?	 A)676000
In a end-of-season sale, the prices at a store have been cut to 90%. How many dollars would a $50 item cost?	 A) $5
