question	answers
The average age of the first seven people to arrive at Nikhil’s birthday is 21. When Vijay (29) arrived, the mean age is increased to 22. Marry (also 29) arrived next. The tenth and last person to arrive at Nikhil's party is Nikhil himself, and the mean age increased to 30 years. How old is Nikhil on his birthday?	"Rationale: 
Let the sum of ages of the first seven people be S. So, we have:
7 * 21 = S
S = 147

When Vijay arrived, the mean age became 22. So, after adding Vijay's age:
(S + 29) / 8 = 22
147 + 29 = 176
176 / 8 = 22

After Marry arrived, the sum of ages became:
S + 29 + 29 = (147 +58) =205

When Nikhil arrived, the mean age became 30. So, after adding Nikhil's age:
(205 + N) /10=30
205+N=300
N=95

Answer: B)95"
Marla starts running around a circular track at the same time Nick starts walking around the same circular track. Marla completes 32 laps around the track per hour and Nick completes 12 laps around the track per hour. How many minutes after Marla and Nick begin moving will Marla have completed 5 more laps around the track than Nick?	"Rationale: 
Marla completes 32 laps per hour and Nick completes 12 laps per hour. This means Marla completes 20 more laps than Nick in one hour.

To find out how many minutes it will take for Marla to complete 5 more laps than Nick, we need to determine the time it takes for Marla to gain a lap on Nick. Since Marla gains 20 laps on Nick every hour, she will gain 1 lap on him in \(\frac{1}{20}\) of an hour.

Converting this time into minutes:
\(\frac{1}{20} \times 60 = 3\) minutes

Therefore, after \(3\) minutes, Marla will have completed \(5\) more laps than Nick.

Answer: A)5"
Proportion of Yuvaraj’s age to Ganguly’s age is 4:3. Yuvaraj will be 26 years old after 6 years. What is the age of Ganguly now?	"Rationale: 
Let the current age of Yuvaraj be Y and Ganguly be G. According to the given information, we have:
Y + 6 = 26
Y = 20

Now, we know that the proportion of Yuvaraj’s age to Ganguly’s age is 4:3. Therefore, we can set up the ratio as:
Y/G = 4/3

Substitute Y = 20 into the equation above:
20/G = 4/3
G = (3*20)/4
G = 15

Answer: A)15 years"
A man says that he gained 10 percent as profit in selling a suitable cloth material. He says if he had purchased the same one 10 percent cheaper than it was actual and if he had sold it for 20% profit he gets 25paise less. find at what price he sold the suit?	"Rationale: Let's assume the cost price of the cloth material is x.

According to the given information:
Selling price with 10% profit = 1.1x
If he had purchased it 10% cheaper, the cost price would be 0.9x.
Selling price with 20% profit on this new cost price = 1.2 * 0.9x = 1.08x

Given that selling at this new condition gives him a profit of only 25 paise less than selling at the original conditions:
1.1x - (1.08x + 0.25) = 0
0.02x - 0.25 = 0
0.02x = 0.25
x ≈12.5

Therefore, he sold the suit for Rs12.5.

Answer: C)12..5"
Tanya's grandfather was 8 times older to her 16 years ago. He would be 3 times of her age 8 years from now. What was ratio of ages of Tanya and her grandfather 8 years ago.	"Rationale: Let's denote Tanya's current age as T and her grandfather's current age as G. 
From the given information:
1. 16 years ago, Tanya's grandfather was 8 times older than Tanya:
G - 16 = 8(T - 16)

2. In 8 years from now, her grandfather will be three times of her age:
G + 8 = 3(T + 8)

Solving these two equations simultaneously will give us the current ages of Tanya and her grandfather.

Answer: The ratio of ages of Tanya and her grandfather 8 years ago can be calculated by subtracting their ages from the present day.
Let's solve for their present ages first:

From equation (1):
G - 16 = 8T -128
G = 8T -112

Substitute G in equation (2):
(8T -112) + 8 =3(T+8)
=>   (5T-56)+24=3T+24
=>   =>   =>    =>    =>    =>     =>      =>       =>        =>
5T-32=3T
=>   =>    =>
2T=32
=>   =>
T=16

Now substitute"
The least possible value of |89 - 9a|, where a is an integer, is	"Rationale: To find the least possible value of |89 - 9a|, we need to minimize the expression inside the absolute value. Since a is an integer, we want to choose a in such a way that it minimizes the difference between 89 and 9a. The closest multiple of 9 to 89 is 81 (which corresponds to a=9). Therefore, when a=9, |89 - 9a| = |89 - 81| = |8| = 8.

Answer: A) 9"
In tennis, service alternates for each game between the two players and the first player to win 6 games wins. A player winning 6-2 indicates that 8 games were played, of which the winning player won 6 and the losing player won 2.Rafa beat Roger in a set of tennis, winning six games to Roger’s three. Five games were won by the playerwho did not serve. Who served first?	"Rationale: 
If Rafa won 6 games and Roger won 3 games, then a total of 9 games were played in the set. Since five games were won by the player who did not serve, it means that only four games were won by the serving player. This implies that Rafa served first because he won more games (6) than Roger (3).

Answer: A) Rafa"
Ashish is given Rs. 158 in one-rupee denominations. He has been asked to allocate them into a number of bags such that any amount required between Re 1 and Rs. 158 can be given by handing out a certain number of bags without opening them. What is the minimum number of bags required?	"Rationale: To find the minimum number of bags required, we need to consider the highest power of 2 that is less than or equal to 158. The highest power of 2 less than 158 is \(2^7 = 128\). This means that any amount between Re 1 and Rs. 158 can be represented using combinations of these powers of 2.

Answer: A)11"
Last year Sahara, Tata, Singhania and Birla each has 250 industries. This year everyone has sold out 10 factories due to the recession of the economy and poor turnout. The average number of industries which of them now has	"Rationale: 
Initially, each of Sahara, Tata, Singhania, and Birla had 250 industries. After selling out 10 factories each due to the recession and poor turnout, they now have 240 industries each.

Answer: B) 240"
Which of the following is the equation of a line that goes through the point (10,5) and has an x-intercept of 5.	"Rationale: To find the equation of a line that goes through the point (10,5) and has an x-intercept of 5, we first need to determine the slope of the line using the given points. The slope can be calculated as (y2 - y1) / (x2 - x1), where (x1, y1) = (5,0) and (x2, y2) = (10,5). This gives us a slope of (5-0)/(10-5) = 1.

Next, we use the point-slope form of a linear equation: y - y1 = m(x - x1), where m is the slope and (x1, y1) is any point on the line. Plugging in our values from the given point (10,5), we get:

y - 5 = 1(x - 10)
y - 5 = x - 10
y = x - 5

Answer: B)y = x - 5"
In a mixture of milk and water, there is only 26% water. After replacing the mixture with 7 liters of pure milk, the percentage of milk in the mixture become 76%. The quantity of the mixture is:	"Rationale: Let the quantity of the mixture be x liters.

Initially, the percentage of water in the mixture is 100% - 26% = 74%
After adding 7 liters of pure milk, the total quantity becomes (x + 7) liters.

The new percentage of milk in the mixture is given as 76%.

Now, setting up an equation based on conservation of mass:
0.26x = 0.74(x + 7)
0.26x = 0.74x + 5.18
0.48x = 5.18
x = 10.79

Answer: A)65 liters"
The least perfect square number, exactly divisible by 21, 36 and 56 is?	"Rationale: To find the least perfect square number that is exactly divisible by 21, 36, and 56, we need to find the LCM (Least Common Multiple) of these numbers first. Then, we take the square root of the LCM to get the least perfect square number.

Calculating LCM of 21, 36, and 56:
Prime factorization of each number:
- 21 = 3 * 7
- 36 = 2^2 * 3^2
- 56 = 2^3 * 7

LCM will have all prime factors with their highest powers:
LCM = (2^3) * (3^2) * (7) = 168

Now, taking the square root of LCM to get the least perfect square number:
√168 ≈ √169 =13

Answer: A)7056"
Mr. X died when his age was 1/59th of year of birth. What was his date of birth?	"Rationale: Let's assume Mr. X was born in the year \(Y\). If he died when his age was 1/59th of his year of birth, then he lived for \(\frac{Y}{59}\) years. We can set up the equation as:

\[ Y - \frac{Y}{59} = Y\]

Solving this equation, we get:

\[ \frac{58Y}{59} = Y\]
\[ 58Y = 59Y\]
\[ Y = 0\]

This means that Mr. X was born in the year 0, which is not a valid year. Therefore, there seems to be an error in the question.

Answer: None of the given options"
Santa distributes 2 gifts to every child in the street at the Christmas evening. He mistakenly gives 4 gifts to some children. If he distributed 50 gifts to 21 children. How many children got 4 gifts?	"Rationale: Let x be the number of children who received 4 gifts. Since Santa distributed 2 gifts to every child and mistakenly gave 4 gifts to some children, we can create the equation:

2(21 - x) + 4x = 50
42 - 2x + 4x = 50
2x = 8
x = 4

Answer: D) 4"
The ratio of A’s and B’s salary is 9 : 4. If A’s salary is increased by 15%, then his total salary becomes 5175. What is the salary of B?	"Rationale: Let A's salary be 9x and B's salary be 4x. 
Given that A's salary is increased by 15%, the new salary becomes 1.15 * 9x = 5175.
Solving for x, we get x = 500.

Therefore, B's salary = 4x = 4 * 500 = $2000.

Answer: A) $2000"
Of two numbers, 4 times the smaller one is less then 3 times the larger one by 5. If the sum of the numbers is larger than 6 times their difference by 6, find the two numbers.	"Rationale: Let the smaller number be x and the larger number be y. 
According to the given conditions:
1) 4x = 3y - 5
2) x + y > 6(y - x) + 6

Solving equation (1):
4x = 3y - 5
4x + 5 = 3y
(4/3)x + (5/3) = y

Substitute this value of y in equation (2):
x + (4/3)x + (5/3) > 6((4/3)x - x) + 6
7x/3 + 5/3 > (-2x)/3 + 6
7x + 5 > -2x +18
9x >13
Therefore, x>13/9

Since the numbers are integers, the smallest possible value for x is therefore equal to or greater than two.
Let's try with option A: If we take the numbers as A=63 and B=59,
1) Is it true that ""4 times the smaller one is less then by generating rationales""?
   Yes, because if we substitute A=63 and B=59 into our first condition"
Cost of 3 cricket balls = cost of 2 pairs of leg pads. Cost of 3 pairs of leg pads = cost of 2 pairs of gloves. Cost of 3 pairs of gloves = cost of 2 cricket bats. If a cricket bat costs Rs 54, what is the cost of a cricket ball?	"Rationale: Let's start with the given information:
1. Cost of 3 cricket balls = cost of 2 pairs of leg pads
2. Cost of 3 pairs of leg pads = cost of 2 pairs of gloves
3. Cost of 3 pairs of gloves = cost of 2 cricket bats
4. A cricket bat costs Rs 54

From statement (4), we know that the cost of a cricket bat is Rs 54.

Using statements (1), (2), and (3) to establish relationships between different items:
- Cost(cricket ball) * 3 = Cost(leg pads) * 2
- Cost(leg pads) * 3 = Cost(gloves) * 2
- Cost(gloves) * 3 = Cost(cricket bat) * 2

Now, let's substitute the known value for the cricket bat into the third equation:
Cost(gloves) * 3 = Rs54 * 2
Cost(gloves) = Rs108 / 3
Cost(gloves) = Rs36

Next, substitute the value for gloves into the second equation to find the cost of leg pads:
Cost(leg pads)*3=Rs36*2 
Cost("
Peter piper picked a pack of pickled peppers according to the function Y=(1/X)*X^3-7. If X=3 how many pickled peppers did he pick?	"Rationale: 
To find out how many pickled peppers Peter picked, we need to substitute the given value of X into the function Y=(1/X)*X^3-7 and solve for Y.

Given:
Y = (1/X) * X^3 - 7
X = 3

Substitute X=3 into the function:
Y = (1/3) * 3^3 - 7
Y = (1/3) * 27 - 7
Y = 9 - 7
Y = 2

Therefore, Peter picked 2 pickled peppers.

Answer: D)2"
John invested $100 in each of the funds A and B. After one year, the value of the money in fund A was $10 higher than the value of the money in fund B. After another year, the value of the money in fund A was $25 higher than the value of the money in fund B. If the value of the money in each fund increased by a fixed interest compounded annually, what was the annual interest of fund A?	"Rationale: Let x be the annual interest rate for both funds A and B.

After one year:
Value of money in fund A = 100 + 100x
Value of money in fund B = 100 + 100x

Given that the value of money in fund A was $10 higher than the value of money in fund B:
100 + 100x = (100 + 100x) + 10
Solving for x, we get x = 0.05 or 5%

After another year:
Value of money in fund A = (100 + 100x) * (1+x)
Value of money in fund B = (100 + 100x) * (1+x)

Given that the value of money in fund A was $25 higher than the value of money in fund B:
(100 + 105) * (1+0.05) = (100 +105) * (1+0.05) +25
Solving for x, we get x ≈ 0.2 or approximately 20%

Answer: A)20%"
If P represents a single digit in the four digit number x=18P6, how many different values of P are there such that x is divisible by 8?	"Rationale: In order for a number to be divisible by 8, the last three digits must form a number that is divisible by 8. 
To find the possible values of P, we need to check which single digit values of P will make the number x=18P6 divisible by 8 when combined with the last two digits '86'.

Answer: Since 186 is not divisible by 8, we need to find another value for P that makes the number formed by '86P' divisible by 8. 
The multiples of 8 between 800 and 900 are {808,816,824,832,840,848,856}, so only one value of P (i.e., P=4) will make x=1846 divisible by 8.

Therefore, Answer: B)1"
Vegetables contains 68% water and green vegetables contains 20% water. How much green vegetables can be obtained from 100 kg of Vegetables ?	"Rationale: 
Let the weight of green vegetables that can be obtained from 100 kg of vegetables be x kg. 

Given that vegetables contain 68% water, it means they contain 32% of actual vegetable material. 
Similarly, green vegetables contain 80% actual vegetable material (100% - 20%).

So, we can set up the following equation:
0.32 * 100 = 0.8x
32 = 0.8x
x = 40

Answer: E)40"
M is a set of even numbers from 1 to 23 and odd numbers from 24 to 100. Find no. of zeroes in the sum of all values in the set.	"Rationale: To find the sum of all values in the set, we need to first determine the sum of even numbers from 1 to 23 and odd numbers from 24 to 100. 

For even numbers from 1 to 23:
The sum of an arithmetic series can be calculated using the formula: Sum = (n/2)(first term + last term), where n is the number of terms.
In this case, there are 12 even numbers between 1 and 23 (inclusive). The first even number is 2 and the last even number is 22.
Sum of even numbers = (12/2)(2 + 22) = 6 * 24 =144

For odd numbers from 24 to 100:
Similarly, there are (100-24)/2 +1=39 odd numbers between these ranges. The first odd number is 
25 and last one is a hundred
Sum of odd numbers=(39/2)*(25+99)=19*124=2356

Now, adding both sums together:
Total sum=144+2356=2500

Counting zeroes in this total sum:
There are two factors contributing towards zero i.e.,10 and five. Since every pair will result in a zero"
During a 10-week period, a doughnut store conducted a promotion by giving away one free doughnut with every doughnut purchased. If the store sold and gave away a total of K doughnuts per week, and each doughnut was sold for $0.25, how many dollars worth of doughnuts did the store give away?	"Rationale: 
- For every doughnut sold, the store gave away one free doughnut. This means for every 2 doughnuts (1 purchased and 1 free), the store only earned money from selling one doughnut.
- Since each doughnut was sold for $0.25, the store effectively gave away $0.25 worth of doughnuts for every 2 doughnuts sold.

Answer:
Therefore, the store gave away $0.25 worth of doughnuts for every 2 doughnuts sold, which can be simplified to $0.125 per doughnut.
Since K represents the total number of doughnuts (sold + given away) per week, the dollars worth of doughnuts given away by the store is K * $0.125 = $0.125K.

Among the options provided:
A) K/8
B) 5K/4
C) K
D) 3K/2
E) 6K

The correct answer is not among these options as it should be $0.125K or equivalently written as C)$0.125K"
The mean proportional between 45 and a certain number is three times the mean proportional between 5 and 22. The number is ?	"Rationale: Let the certain number be x. The mean proportional between 45 and x is √(45 * x), and the mean proportional between 5 and 22 is √(5 * 22). According to the given information, we have:

√(45 * x) = 3 * √(5 * 22)

Solving for x:

√(45x) = 3√110
√(45x) = √330
Square both sides:
45x = 330
x = 330 / 45
x = 22

Therefore, the number is 22.

Answer: C)22"
x contains 85% water and 15% oil; how many more liters of water than liters of oil are in 200 liters of solution x?	"Rationale: 
In 200 liters of solution x, there are 85% water and 15% oil. This means that in 200 liters of solution x, there are:
- Water: 0.85 * 200 = 170 liters
- Oil: 0.15 * 200 = 30 liters

To find out how many more liters of water than oil are in the solution, we need to subtract the amount of oil from the amount of water:
170 (water) - 30 (oil) = 140

Answer: D)140"
A batsman has scored an average of 46 runs for a certain number of innings played in England. When he came back to India, he played another two test matches of two innings each and scored at an average of 55 runs. For the innings in England and in India taken together, he has improved his average by 2 runs over the matches played in England. Find the number of innings played in England.	"Rationale: 
Let the number of innings played in England be x.

Total runs scored in England = 46x
Total runs scored in India = 55*4 = 220

According to the given information:
(46x + 220) / (x + 4) = 46 + 2
(46x + 220) / (x + 4) = 48
46x + 220 = 48(x+4)
46x + 220 = 48x +192
28 = x

Answer: A)12"
Mr. Bean chooses a number and he keeps on doubling the number followed by subtracting one from it, if he chooses 3 as initial number and he repeats the operation for 30 times then what is the final result?	"Rationale: 
If Mr. Bean starts with the number 3 and doubles it followed by subtracting 1 for a total of 30 times, we can represent this operation as follows:
1st operation: (3 * 2) - 1 = 5
2nd operation: (5 * 2) - 1 = 9
3rd operation: (9 * 2) - 1 = 17
...
30th operation: (previous result * 2) - 1

Answer:
Performing the operations for each step until the final one, we get:
4th operation: (17 * 2) -1 =33
5th operation:(33*2)-1=65
6th operatioin:(65*2)-1=129
7th operatioin:(129*2)-1=257
8th operatioin:(257*2)-1=513-1=512+256+128+64+32+16+8+4+0=1023.
Therefore, after repeating the operations for a total of thirty times starting from the initial number of '3', the final result would be '1023'.

So, Answer is D)279"
There was a simple interest of Rs. 4016.25 on a principal amount at the rate of 9% p.a. in 5 years. Find the principal amount.	"Rationale: The formula to calculate simple interest is given by: 
Simple Interest = (Principal x Rate x Time) / 100

Given that the simple interest is Rs. 4016.25, the rate is 9% and the time is 5 years.

Let's substitute these values into the formula:
4016.25 = (Principal x 9 x 5) / 100
4016.25 = (45 * Principal) / 100
4016.25 * 100 = 45 * Principal
401625 = 45 * Principal
Principal = 401625 / 45
Principal = Rs.8925

Answer: B) Rs.8925"
A fair coin is tossed 6 times. If heads appears on the first 2 tosses, then what is the total number of heads we would expect after all 6 tosses.	"Rationale: Since the coin is fair, the probability of getting a head on each toss is 0.5. The outcomes of each toss are independent events.

Answer: B) 3

Rationale: 
- The probability of getting heads on the first two tosses is (0.5)*(0.5) = 0.25.
- After the first two tosses, there are 4 more tosses remaining.
- On average, we would expect half of these remaining tosses to result in heads (since it's a fair coin).
- Therefore, we would expect 0.5 * 4 = 2 additional heads from the remaining tosses.
- Adding this to the initial 2 heads gives us a total expectation of 2 + 2 = 4 heads after all 6 tosses.

Therefore, we would expect a total of B)3 heads after all 6 tosses."
A rectangle has twice the area of a square. The length of the rectangle is 14 cm greater than that side of the square whereas breadth is equal to side of the square. Find the perimeter of the square?	"Rationale: Let the side of the square be x cm. 
Area of the square = x^2
Length of the rectangle = x + 14 cm
Breadth of the rectangle = x cm
Area of the rectangle = Length * Breadth = (x + 14) * x

Given that area of rectangle is twice that of square:
(x + 14) * x = 2(x^2)
x^2 + 14x - 2x^2 = 0
-x^2 + 14x = 0
x(-x + 14) = 0

Solving for x, we get:
x=0 or x=14

Since length cannot be zero, side of square, x=14 cm.

Perimeter of a square = 4*side 
Perimeter of the square = 4*14 
Perimeter of the square =56 

Answer: C)56"
In a shipment of 120 machine parts, 5 percent were defective. In a shipment of 80 machine parts, 10 percent were defective. For the two shipments combined, what percent of the machine parts were defective?	"Rationale: 
In the first shipment of 120 machine parts, 5% were defective, which is \(0.05 \times 120 = 6\) defective parts.
In the second shipment of 80 machine parts, 10% were defective, which is \(0.10 \times 80 = 8\) defective parts.
Combined total number of machine parts = \(120 + 80 = 200\)
Combined total number of defective machine parts = \(6 + 8 =14\)

To find the percentage of defective machine parts out of the combined total:
\[\text{Percentage} = \left(\frac{\text{Total defective}}{\text{Total combined}}\right) \times100\]
\[= \left(\frac{14}{200}\right) \times100\]
\[=7%\]

Answer: A)6.5%"
John buys koolaid for 12$ at a local store. If he bought it at the wholesale store he would get an extra liter of koolaid for the same cost. Also, the koolaid is 1$ cheaper per liter at the wholesale store. What is the price per liter of the koolaid at the local store?	"Rationale: 
Let x be the price per liter of Koolaid at the local store. 
At the local store, John pays $12 for x liters of Koolaid.
At the wholesale store, he would get an extra liter for the same cost and it is $1 cheaper per liter.
So, at the wholesale store, he would pay $12 for (x + 1) liters of Koolaid.

Given that at the wholesale store it is $1 cheaper per liter:
$12 = x(x + 1) - 1(x + 1)
$12 = x^2 + x - x - 1
$12 = x^2 - 1
x^2 = $13

Solving for x:
x ≈ √13 ≈ 3.61

Answer: A)3"
Box W and Box V each contain several blue sticks and red sticks, and all of the red sticks have the same length. The length of each red stick is 19 inches less that the average length of the sticks in Box W and 6 inches greater than the average length of the sticks in Box V. What is the average (arithmetic mean) length, in inches, of the sticks in Box W minus the average length, in inches, of the sticks in Box V?	"Rationale: Let x be the average length of the sticks in Box W and y be the average length of the sticks in Box V.

From the given information:
Length of red stick in Box W = x - 19
Length of red stick in Box V = y + 6

Since all red sticks have the same length:
x - 19 = y + 6
x - y = 25

Therefore, the difference between the average lengths of sticks in Box W and Box V is 25 inches.

Answer: D)25"
"A circular gear with a diameter of 25 cm is mounted directly over another circular gear with a diameter of 100 cm. Both gears run on the same axle at their exact centers and each gear has a single notch at the 12 o'clock position. At the same moment, the gears start to rotate at the same rate in cm/s, with the larger gear moving clockwise and the smaller gear moving anticlockwise.
How far in centimeters will the notch on the larger gear have moved the second time the notches pass each other?"	"Rationale: 
- The circumference of a circle is given by the formula C = π * d, where d is the diameter of the circle.
- The larger gear has a diameter of 100 cm, so its circumference is C_large = π * 100 = 100π cm.
- The smaller gear has a diameter of 25 cm, so its circumference is C_small = π * 25 = 25π cm.
- Since both gears are rotating at the same rate and in opposite directions, they will cover distances in opposite directions. Therefore, to find how far the notch on the larger gear will have moved when they pass each other for the second time, we need to consider that they move towards each other initially.

Answer:
The notches on both gears will meet after covering a combined distance equal to the sum of their circumferences. This means that when they pass each other for the second time, one notch would have traveled around its entire circumference while the other would have traveled half its circumference.

Therefore, distance covered by notch on larger gear = C_large + (C_small / 2)  
= (100π) + (25π / 2)  
= 100π + (12.5π)  
=112.5π"
A college has 10 basketball players. A 5-member team and a captain will be selected out of these 10 players. How many different selections can be made?	"Rationale: To select a 5-member team out of 10 players, we can do so in \( \binom{10}{5} = \frac{10!}{5!(10-5)!} = 252 \) ways. 
After selecting the team, we have 1 captain to choose from the remaining 5 players, which can be done in 5 ways.
Therefore, the total number of different selections that can be made is \(252 * 5 =1260\).

Answer: D)1260"
A canteen requires 62 kgs of wheat for 6 days. How many kgs of wheat will it require for 60 days?	"Rationale: The amount of wheat required is directly proportional to the number of days it is needed for. Therefore, we can set up a proportion to find the amount of wheat required for 60 days.

Let x be the amount of wheat required for 60 days.
Then, we can set up the proportion:
62 kgs / 6 days = x kgs / 60 days

Solving for x:
x = (62 kgs * 60 days) / 6 days
x = 620 kgs

Answer: A) 620 kgs"
Under a buy one get one free offer, with the selling price of a t-shirt of 4200. The shopkeeper says he got 33.33% profit. What is cost price ?	"Rationale: 
Let the cost price of the t-shirt be x. 

Given that under a buy one get one free offer, the selling price of 2 t-shirts is Rs. 4200. So, the selling price of each t-shirt is Rs. 2100 (4200/2).

Profit percentage = [(Selling Price - Cost Price) / Cost Price] * 100
33.33% = [(2100 - x) / x] * 100
33.33x = 210000 - 100x
133.33x = 210000
x ≈ 1575.04

Answer: A)1575.04"
1 year ago, Promila was 4 times as old as her daughter Jenilia. In 6 years, Promila's age will exceed her daughter’s age by 9 years. The ratio of the present ages of Promila and her daughter is :	"Rationale: Let's denote Promila's current age as P and her daughter Jenilia's current age as J. 
From the given information, we can form two equations:
1) P - 1 = 4(J - 1)   (1 year ago, Promila was 4 times as old as her daughter)
2) P + 6 = J + 6 + 9    (In 6 years, Promila's age will exceed her daughter’s age by 9 years)

Solving equation (1):
P - 1 = 4J - 4
P = 4J -3

Substitute this into equation (2):
4J -3 +6 = J +15
3J =12
J=4

Now substitute J=4 back into P=4J-3:
P=16-3
P=13

Therefore, the present ages of Promila and Jenilia are P=13 and J=4 respectively. The ratio of their present ages is:
Promila:Daughter =>13:4

Answer: A)13:4"
Manoj left home for the bus stop 15 minutes earlier than the usual time. It takes 10 minutes to reach the stop. He reached the stop at 8.40 AM. What time does he usually leave home for the bus stop?	"Rationale: 
If Manoj reached the bus stop at 8.40 AM and it takes him 10 minutes to reach the stop, then he must have left home at 8.30 AM (8.40 AM - 10 minutes = 8.30 AM). Since he left home 15 minutes earlier than usual, his usual time to leave home for the bus stop is 15 minutes after 8.30 AM.

Answer: A) 8:30 AM"
If a quarter kilogram costs Rs.60 then how much will cost for 150 grams?	"Rationale: 
If a quarter kilogram costs Rs.60, then we need to find the cost of 150 grams.
1 kg = 1000 grams
Therefore, 1/4 kg = (1/4) * 1000 = 250 grams

Now, if 250 grams cost Rs.60, then for 150 grams:
Cost for 150 grams = (150/250) * Rs.60
Cost for 150 grams = Rs.36

Answer: C)Rs.36"
A shop is offering discounts on shirts costing $20 each. If someone buys 2 shirts, he will be offered a discount of 15% on the first shirt and another 10% discount on the reduced price for the second shirt. How much would one pay for two shirts at this shop?	"Rationale: 
- The first shirt costs $20. With a 15% discount, the price of the first shirt would be $20 - (0.15 * $20) = $17.
- For the second shirt, after the 15% discount on the first shirt, the price would be reduced to $17. Then with an additional 10% discount, the final price for the second shirt would be $17 - (0.10 * $17) = $15.3.

Therefore, for two shirts, one would pay:
$17 + $15.3 = $32.3

Answer: A)$32.3"
John and Mike had equal amount of money in savings at the beginning of last year. Then, Mike’s savings increased by 20% by the end of last year and decreased by 20% this year. John’s savings at first decreased by 20% by the end of last year and then increased by 20% this year. What percentage of John’s and Mike’s savings combined are John’s savings alone?	"Rationale: Let's assume that both John and Mike had $100 in savings at the beginning of last year.

After Mike's savings increased by 20%, he would have 120% of his original amount:
$100 + ($100 * 0.20) = $120

Then, after Mike's savings decreased by 20% this year, he would have:
$120 - ($120 * 0.20) = $96

After John's savings decreased by 20%, he would have 80% of his original amount:
$100 - ($100 * 0.20) = $80

Then, after John's savings increased by 20% this year, he would have:
$80 + ($80 * 0.20) = $96

So, John and Mike both end up with $96 each at the end of this year.

Now, to find out what percentage of the combined total is John’s savings alone:

John’s savings / (John’s savings + Mike’s savings) x 100%
= $96 / ($96 + $96) x 100%
= $96 / $192 x 100%
= (1/2) x 100%
=50%

Answer: C)50%"
"A shopkeeper gives a full bottle of soft drink in return for five empty bottles. A guy has 77 empty bottles and he can use them to get full soft drink bottles.
How many filled bottles will he be able to collect?"	"Rationale: 
If the shopkeeper gives one full bottle in return for five empty bottles, then for 77 empty bottles, the guy will be able to collect \( \frac{77}{5} = 15.4 \) filled bottles. However, since he cannot have a fraction of a bottle, he will only be able to collect the maximum number of filled bottles that is less than or equal to 15.4.

Answer: A) 15"
"A salesman enters the quantity sold and the price into the computer. Both the numbers are two-digit numbers. But, by mistake, both the numbers were entered with their digits interchanged. The total sales value remained the same, i.e. Rs. 1,148, but the inventory reduced by 54.
What is the actual price per piece?"	"Rationale: 
Let the original quantity sold be 10a + b and the original price per piece be 10c + d, where a,b,c,d are digits. 
So, the total sales value = (10a + b)(10c + d) = 100ac + 10(ad+bc) + bd
Similarly, after interchanging the digits, the new quantity sold is 10b + a and the new price per piece is 10d + c.
So, the new total sales value = (10b + a)(10d + c) = 100bd + 10(ad+bc) + ac

Given that both total sales values are equal:
100ac + bd = 100bd + ac
99ac -99bd =0
ac - bd=0
ac=bd

Also given that inventory reduced by Rs.54:
Original inventory - New inventory = Rs.54
(10a+b)(10c+d)-(10b+a)(d+c)=54
Solving this equation gives us a=4,b=1,c=8,d=2

Therefore, actual price per piece = Rs.(41)
Answer: B)Rs.41"
For a candidate to clear an examination, he/she must score 55% marks. If he/she gets 120 and fails by 78 marks, the total marks for the examination is	"Rationale: Let the total marks for the examination be x.
Given that the candidate scored 120 marks and failed by 78 marks, it means the passing marks are (120 + 78) = 198.

To clear the examination, a candidate must score at least 55% of the total marks:
0.55x = 198
x = 198 / 0.55
x ≈ 360

Answer: C)360"
The volume of a wall, 5 times as high as it is broad and 8 times as long as it is high, is 12.8 cubic meters. Find the breadth of the wall.	"Rationale: Let the breadth of the wall be x cm. 
Given that the height is 5 times the breadth, so height = 5x cm.
And, the length is 8 times the height, so length = 8 * 5x = 40x cm.

The volume of a cuboid is given by V = l × b × h
Given that V = 12.8 cubic meters, l = 40x cm, b = x cm, and h = 5x cm.

Substitute these values in V = l × b × h:
12.8 = (40x) * (x) * (5x)
12.8 = 200x^2
Dividing by 200 on both sides,
0.064 = x^2
Taking square root on both sides,
0.2536 ≈ x

Answer: D)10cm"
A car travels at a speed of x kilometers per p hours. How many meters will it travel in s seconds, in terms of s, p and x. (xps ≠ 0; 1 kilometer = 1000 meters)?	"Rationale: 
1 hour = 3600 seconds (since 1 hour = 60 minutes and 1 minute = 60 seconds)
Speed is given in kilometers per hour, so we need to convert it to meters per second. 
Since 1 kilometer = 1000 meters and 1 hour = 3600 seconds, the speed in meters per second would be x * (1000/3600) = x/3.6 meters per second.

To find the distance traveled in s seconds, we multiply the speed (in meters per second) by the time (in seconds):
Distance = Speed * Time
Distance = x/3.6 * s
Distance = xs/3.6

Answer: A) sx/(3.6p)"
Anil invests an amount for 2 years at the rate of 15% per annum at simple interest.Had he invested in a scheme in which interest was compounded yearly he would have got Rs.450 more. Find the principal	"Rationale: Let the principal amount be P.

For simple interest:
Simple Interest = (P * 15 * 2) / 100 = 0.3P

For compound interest:
Amount = P(1 + 15/100)^2
Compound Interest = Amount - P

Given that the difference between compound interest and simple interest is Rs.450:
(P(1 + 15/100)^2) - P - 0.3P = Rs.450
P(1.15^2 - 1) = Rs.450
P(1.3225 - 1) = Rs.450
0.3225P = Rs.450
P ≈ Rs.1395

Answer: D)Rs.10,000"
