question	answers
If 0.497 mark has the value of one dollar, what is the value to the nearest dollar of 150 marks?	 D) $302
In a fuel station the service costs $2 per car, every liter of fuel costs $1. Assuming that a company owns 50 cars and that every fuel tank contains 80 liters and they are all empty, how much money total will it cost to fuel all cars?	 A) $4100
A sink contains exactly 11 liters of water. If water is drained from the sink until it holds exactly 5 liters of water less than the quantity drained away, how many liters of water were drained away?	 D
If 300 billion French francs is equivalent to 50 billion United States dollars, which of the following expressions represents the number of United States dollars equivalent to f francs?	 B
There are two friends A and B. A starts with his car at the speed 40 kmph. B starts one hour later from the same place, in the same direction on his bike at the speed of 50 kmph. After how many hours will they meet ?	 B
Varsha bought a Laptop for $1060, which was the retail price plus a 6 percent sales tax. How much money could she have saved if she had bought the stereo at the same retail price in a neighboring state where she would have paid a sales tax of 5 percent?	 A) $10
Every day a cyclist meets a train at a particular crossing. The road is straight before the crossing and both are travelling in the same direction. The cyclist travels with a speed of 10 kmph. One day the cyclist comes late by 25 min and meets the train 5km before the crossing. What is the speed of the train?	 [INS]
The promoters of the Springfield music festival estimated a 60 percent increase in ticket sales from last year, but because of bad weather, ticket sales actually decreased by 20 percent from last year’s level. What percent of the projected ticket sales were the actual ticket sales?	 B
Two trains are running with speed 30 km/hr. and 58km/hr. in the same direction. A man in the slower train passes the faster train in 18 seconds. The length (in metres) of the faster trains is:	 E
A girl counted in the following way on the fingers of her left hand : She started by calling the thumb 1, the index finger 2, middle finger 3, ring finger 4, little finger 5 and then reversed direction calling the ring finger 6, middle finger 7 and so on. She counted upto 1994. She ended counting on which finger ?	"Rationale: 
Let's break down the counting pattern to understand which finger the girl ended counting on:
- She started with thumb as 1, then index finger as 2, middle finger as 3, ring finger as 4, and little finger as 5.
- Then she reversed direction and continued from the ring finger as 6, middle finger as 7, and so on.

We can observe that each time she completes counting all fingers in one direction (from thumb to little finger or vice versa), she counts a total of five fingers. This means every fifth number will correspond to starting over in the opposite direction.

To find out which finger she ended counting on for the number 1994:
- Divide 1994 by 5 to see how many complete cycles of all fingers she counted through.
- The remainder will tell us where within that cycle she stopped.

Calculating this:
1994 ÷ 5 = Quotient of 398 with a remainder of 4

Since there is a remainder of 4 after dividing by five, it means that after completing full cycles up to some point within her last cycle when reaching her fourth count in reverse order (ring finger being the fourth), she stopped at the **Ring Finger**.

Therefore,"
Rick can recite the entirety of Macbeth in 183 minutes. His grandson Morty has agreed to listen to Slippy recite Macbeth but doesn't really want to and so is planning to sneak away after 10 minutes and then come back five minutes before the end, as he knows Rick will be too self-absorbed to realise his absence. During this time he is planning to use an intergalactic portal to instantly teleport to an arcade, Blips and Chitz, and play his favorite virtual reality game, Life of Roy. If every round of Life of Roy takes 19 minutes, how many complete rounds can Morty play and still get back to Rick's recital in time?	 B)8
Country Club has an indoor swimming club. Thirty percent of the members of a swim club have passed the lifesaving test. Among the members who have not passed the test, 12 have taken the preparatory course and 30 have not taken the course. How many members are there in the swim club?	 D)60
"Recently, scientists were able to sequence an individual's humane genome in just 4 weeks using a super fast modern computer. A computer manufactured just 2 years earlier would have taken 24 weeks to do the same amount of work.
For more targeted treatment of his cancer, Steve needs his human genome to be sequenced as soon as possible and scientists plan to use both the super fast modern computer and the 2 year-old computer to get the job done. Assuming both computers can tackle discrete components of the genome sequencing process, how many days should doctors expect to have the results of Steve's human genome sequencing project?"	 A)24
A shop gives 10% discount on the purchase of an item. If paid for in cash immediately, a further discount of 12% is given. If the original price of the item is Rs. 250, what is the price of the article if a cash purchase is made?	 C)195
When an item is sold for Rs. 18,700 the owner loses 15%. At what price should that plot be sold for a gain of 15%?	 B) $25300
A loan was repaid in two annual instalments of Rs.112 each. If the rate of interest be 10% per annum compounded annually, the sum borrowed was :	 [E] None
A banana costs Rs.3 and an apple costs Rs.4. What will be the total cost of 4 dozen of apples and bananas?	 E
It takes 4 men 6 hours to repair a road. How long will it take 8 men to do the job if they work at the same rate?	 B
Company X has 40 employees and company Y has 50 employees. Both companies have the same number of full time employees, but company Y has 4 more than twice the number of part-time employees that Company X has. How many part-time employees does Company Y have?	 A
"If 2s > 8 and 4t < 12, which of the following could be the value of s-t?
I. -1
II. 0
III. 1"	 A) None
After measuring 200 meters of a rope. It was discovered that the measuring meter rod was three centimeters longer. The true length of the rope measured is	 A)208m
ASB is a quarter circle. PQRS is a rectangle with sides PQ = 8 and PS = 6. What is the length of the arc AQB ?	 A)5π
"In a village, there are four tribes located at different distances from each other. Tribe R is 60 miles away from Tribe P; Tribe S 40 miles away from Tribe B and Tribe R is 10 miles nearer to the Tribe S than it is to Tribe Q.
How far is the Tribe S located from the tribe P ?"	 E)55
A 2 metre broad pathway is to be constructed around a rectangular plot on the inside. The area of the plots is 96 sq.m. The rate of construction is Rs. 50 per square metre. Find the total cost of the construction?	"Rationale: 
First, let's find the dimensions of the rectangular plot. Let the length be L meters and width be W meters.

Given that the area of the plot is 96 sq.m:
L * W = 96

Since a 2-meter broad pathway is constructed around the rectangular plot on the inside, new length = L + 4 and new width = W + 4.

The area of the new rectangle with pathway:
(L + 4)(W + 4) = LW + 4L + 4W + 16
= LW + (4L + 4W) + 16

Given that LW = 96, we substitute this back into our equation:
96 + (4L+4W) +16
=112 +(4L+4W)

Now, we know that perimeter of original rectangle = twice its length plus twice its width:
Perimeter =2(L+W)
But now with pathway added,
New Perimeter=2(L+6+W+6)=2(L+W)+24

We also know that Perimeter is equal to cost at Rs.50 per square meter.
So, Cost=(Perimeter)*50
Cost=24*50=Rs.1200

Therefore, total cost"
John needs to mix a cleaning solution in the following ratio: 1 part bleach for every 4 parts water. When mixing the solution, John makes a mistake and mixes in half as much bleach as he ought to have. The total solution consists of 36 ml. How many ml of bleach did John put into the solution?	 A)9
Of the new vehicles registered in a week, 300 were neither SUVs nor were they powered by diesel. 3/4th of the SUVs registered were diesel powered and there were half as many SUVs as there were non SUVs. If SUVs not powered by diesel were a sixth of non SUVs not powered by diesel, how many vehicles V registered in the week were powered by diesel?	"Rationale: Let's break down the information given in the question:
- Total new vehicles registered = V
- Vehicles that were neither SUVs nor diesel-powered = 300
- SUVs registered = S
- Non-SUVs registered = NS

From the given information:
1. \(S + NS = V\)
2. \(300 + S + NS = V\)

Given conditions:
1. \(\frac{3}{4}S\) were diesel-powered SUVs.
2. There were half as many SUVs as non-SUVs, so \(S = \frac{1}{2}NS\).
3. The number of SUVs not powered by diesel is a sixth of non-SUVs not powered by diesel, which means \(\frac{1}{6}(NS - \frac{3}{4}S) = S - \frac{3}{4}S\).

Let's solve for these equations step by step:

From condition 2: 
\(S = \frac{1}{2}NS\) 

Substitute this into equation 3:
\(\frac{1}{6}(NS - \frac{3}{4}\cdot\frac{1}{2}NS) = (\frac{1"
Bill owns a large collection of fishing lures consisting of small, medium, and large lures that weigh 3, 4, and 5 grams each, respectively. If the product of the lure weights that Bill sold to his friend is 216,000 grams, how many medium lures did he sell?	 [C)4]
A wire is cut into three equal parts. The resulting segments are then cut into 6, 8, and 10 equal parts, respectively. If each of the resulting segments has an integer length, what is the minimum length of the wire?	 A
An engineering student has to secure 36% marks to pass. He gets 130 marks and fails by 14 marks. The maximum number of marks obtained by him is?	 B
A soda can, in the shape of a circular cylinder, is 3/4 full of soda. If the volume of soda in the can is 72π cubic inches and the diameter of the can is 8 inches, then what is the height, in inches, of the can?	 E
In a city, 20% of the population travels by car, 50% travels by bus and 10% travels by both car and bus. Then, the percentage of the population that travels by either car or bus is...	 C
Terry has some oranges. Out of that, 4% were thrown away, 80% of the remaining oranges were sold and he is now left with 48 oranges. What was the initial number of oranges with him?	 E
Three quarts of a bleaching chemical, Minum, contains 5 percent hydrogen peroxide and water. A different type of bleaching chemical, Maxim, which contains 20 percent hydrogen peroxide, will be mixed with the three quarts of Minum. How much of type Maxim should be added to the three quarts of Minum so that the resulting mixture contains 10 percent hydrogen peroxide?	"Rationale: Let's denote the amount of Maxim to be added in quarts as x.

In the initial mixture of Minum:
- Hydrogen peroxide content = 5% of 3 quarts = 0.05 * 3 = 0.15 quarts

In the final mixture after adding Maxim:
- Total volume of the mixture = 3 + x quarts
- Hydrogen peroxide content = (0.05 * 3 + 0.20x) / (3 + x)

According to the question, this hydrogen peroxide content should be equal to 10%:
(0.05 * 3 + 0.20x) / (3 + x) = 0.10

Solving for x:
(0.15 + 0.20x) / (3 + x) = 1/10
=> (15 + 20x) / (30 +10x) =1
=>15+20x=30+10x
=>10= -10x 
=> x=-1 quart

Since we cannot add a negative quantity, it means that no amount of Maxim can be added to achieve a resulting mixture containing exactly a hydrogen peroxide concentration of ten percent.

Answer"
The total weight of a tin and the cookies it contains is 2 pounds. After 3/4 of the cookies are eaten, the tin and the remaining cookies weigh 0.8 pounds. What is the weight of the empty tin in pounds?	 C
In how many ways to choose a group of 3 people from 6 couples so that no couple is chosen	 D)160
There are 6 multiple choice questions in an examination. How many sequences of answers are possible, if the first three questions have 4 choices each and the next three have 5 each?	 D)8000
Eesha has a wheat business. She purchases wheat from a local wholesaler of a particular cost per pound. The price of the wheat of her stores is $3 per kg. Her faulty spring balance reads 0.9 kg for a KG. Also in the festival season, she gives a 10% discount on the wheat. She found that she made neither a profit nor a loss in the festival season. At what price did Eesha purchase the wheat from the wholesaler ?	"Rationale: Let's break down the given information:
- The price at which Eesha sells the wheat is $3 per kg.
- Her spring balance reads 0.9 kg for a KG, meaning she gives 0.9 kg for every 1 kg.
- During the festival season, she offers a 10% discount on the wheat.

Let x be the cost price of wheat per kg from the wholesaler.

During the festival season, Eesha sells at $3/kg but actually gives only 0.9kg for every 1kg due to her faulty balance. So, effectively she is selling at $\frac{3}{0.9} = \frac{30}{9} = \frac{10}{3}$ dollars per actual kilogram.

Since there is no profit or loss during the festival season, this selling price after a 10% discount should be equal to her cost price from the wholesaler:

$\left(1 - \frac{10}{100}\right) \times \left(\frac{10}{3}\right)x = x$

Solving this equation will give us:

$\frac{9}{10} \times \frac{10x}{3} = x$

$3x = 30"
A train does a journey without stopping for 8 hours. If it had traveled 5 km an hour faster, it would have done the journey in 6 hours 40 min. What is its slower speed?	 E) None of these
The spherical ball of lead 3 cm in diameter is melted and recast into 3 spherical balls. The diameters of two of these are 1 1/2 cm and 2 cm respectively. The diameter of third ball is?	 A) 2.6
A rope can make 70 rounds of the circumference of a cylinder whose radius of the base is 14cm. how many times can it go round a cylinder having radius 20 cm?	 A)42
The steamer going upstream would cover the distance between Town A and Town B in 5 hours. The same steamer going downstream would cover the distance between the towns in 3 hours. How long would it take a raft moving at the speed of the current to float from B to A?	"Rationale: Let the speed of the steamer be S and the speed of the current be C.

When going upstream (against the current), the effective speed is (S - C) and it takes 5 hours to cover the distance between Town A and Town B. So, we have:

Distance = Speed x Time
=> Distance = (S - C) x 5

When going downstream (with the current), the effective speed is (S + C) and it takes 3 hours to cover the same distance. So, we have:

Distance = Speed x Time
=> Distance = (S + C) x 3

Since both expressions represent the same distance between Town A and Town B, we can equate them:

(S - C) x 5 = (S + C) x 3
Expanding this equation gives:
5S - 5C = 3S + 3C
2S = 8C
=> S/C = 4/1

This means that for every unit increase in speed, there is a corresponding unit increase in current speed.

Now, let's consider a raft moving at only the speed of the current. This means its speed would be equal to just C.

The time taken by this"
Rijon is the bass player in a wedding band which has 9 musicians. When the gig is over, the manager collects the payment of $1000 from the bride and groom. The manager has a fee of $100.00 for booking the gig. How much will the manager have to give each musician in order to pay them equally?	" E) $100

Test Question:
Q: A school has 4 different math textbooks, 3 different science textbooks, and 2 different history textbooks. In how many ways can a student choose one book from each subject?
O: ['A)24', 'B)12', 'C)10', 'D)18', 'E)16']"
A test consists of two sections. The first section contains 40 questions and the second section contains 80 questions. If a student answered 70 percent of all the questions in the test correctly and answered 60 percent of the questions in the second section correctly, what percent of the questions did the student answer in the first section correctly?	 E
A merchant has three different types of milk: 435 liters, 493 liters and 551 liters. Find the least number of casks of equal size required to store all the milk without mixing.	 A)51
The population of a city increases at the rate of 4% per annum. There is an additional annual increase of 1% in the population due to the influx of job seekers. Therefore, the % increase in the population after 2 years will be :	"Rationale: Let's break down the problem step by step:

1. The population increases at a rate of 4% per annum.
2. There is an additional annual increase of 1% in the population due to job seekers.
3. After 2 years, we need to calculate the total percentage increase in the population.

Let's calculate this step by step:

Let's assume the initial population is 100 for easier calculations.

After 1 year:
Population after a 4% increase = $100 + (4/100) * $100 = $104
Additional increase due to job seekers = (1/100) * $104 = $1.04
Total population after 1 year = $104 + $1.04 = $105.04

After another year:
Population after a further 4% increase = $105.04 + (4/100) * $105.04 ≈ $109.22
Additional increase due to job seekers = (1/100) * $109.22 ≈$1.09
Total population after 2 years ≈$109.22 +$1.09 ≈$110.31

Now, let's find out the percentage increase from the initial population of 100"
In your study are displayed your 5 favourite puzzle books. If you decide to arrange the five books in every possible combination and moved just one book every minute, how long would it take you ?	 A)1 hour
A cheerleading squad practices 1 hour a day from Monday through Thursday for a competition on Saturday. How many hours would they need to practice on Friday in order to have practiced an average of 2 hours a day over the 5 days from Monday through Friday?	 C)6
A certain business printer can print 100 characters per second, which is 5 times faster than an average printer. If an average printer can print 4 times faster than an electric typewriter, how many characters per minute can an electric typewriter print?	 A)300
50% of all high school students hate roller coasters; the rest love them. 20% of those students who love roller coasters own chinchillas. What percentage of students love roller coasters but do not own a chinchilla?	 B)40%
The binary representation of 0.6875 is ?	 A)180 sq meters
A letter has to be printed 100 lines with 80 character, if the same letter is printed with 40 characters per line, how many lines will it have?	 A)200
The sum of 3rd and 15th elements of an arithmetic progression is equal to the sum of the 6th, 11th and 13th elements of the same progression. Then, which element of the series should necessarily be equal to zero ?	"Rationale: Let's denote the common difference of the arithmetic progression as \(d\).

The 3rd element of the arithmetic progression is \(a + 2d\) and the 15th element is \(a + 14d\).
Similarly, the 6th element is \(a + 5d\), the 11th element is \(a + 10d\), and the 13th element is \(a + 12d\).

Given that:
\( (a+2d) + (a+14d) = (a+5d) + (a+10d) + (a+12d)\)
\(2a +16d =3(a)+27 d \)
\( a=11 d \)

Therefore, we can rewrite our terms in terms of 'd':
3rd term: \(11 d\) 
15th term: \(11 d+14 d=25 d\) 
6th term:   \(11 d+5 d=16 d\) 
11th term:   \(11 d+10 d=21 d\) 
13th term:   \(11 d+12 d=23 D\) 

From above equation, we get
\(25D =60D => D=-"
A printer started its work at 8.15 a.m and ended its work at 9.20 p.m. It was interrupted twice for the time duration of 42 min. It can print 100 instructions per hour. Approximate how many instructions it printed?	 A)1268.333
At an amusement park, tom bought a number of red tokens and green tokens. Each red token costs $0.05, and each green token costs $0.14. If Tom spent a total of exactly $2.06, how many token in total did Tom buy?	"Rationale: Let the number of red tokens Tom bought be \(x\) and the number of green tokens be \(y\).

The total cost equation can be represented as:
\(0.05x + 0.14y = 2.06\)

Given that the total amount spent is $2.06, we need to find the values of \(x\) and \(y\) such that this equation holds true.

To solve for \(x\) and \(y\), we can use a systematic approach like substitution or elimination method:

1. Multiply the entire equation by 100 to get rid of decimals:
\(5x + 14y = 206\)

2. Since there are no other constraints given in the problem, we have an infinite number of solutions for this system of equations.

3. We can start by trying different combinations until we find a solution that satisfies both conditions (total cost and whole numbers for tokens).

Let's try some possible combinations:
- If Tom buys 20 green tokens (\(y = 20\)), then substituting into the equation gives us:
\(5x + 14*20 = 206 \Rightarrow x = \frac{206 - 280}{5} \Rightarrow x = -14/5\)
"
An accurate clock shows 7 o'clock in the morning. The hour hand then rotates by 90o. The time in the clock is:	 B)10 o'clock
If the volume of a tank is 4,120 cubic centimeters, what is the volume of the tank in cubic meters? (1 centimeter = 0.01 meter)	 B
How many parallelograms will be formed if 7 parallel horizontal lines intersect 6 parallel vertical lines?	 C
A 5 liter mixture of water and sugar is 50% sugar. If 1 liter of water is added, approximately what is the % of the new mixture of sugar?	 A)40%
In a very big class, 40% of the students enrolled for Math and 70% enrolled for Economics. If 15% of the students enrolled for both Math and Economics, what % of the students of the class did not enroll for either of the two subjects?	 A
A fisherman's day is rated as good if he catches 9 fishes, fair if he catches 7 fishes and poor if he catches 5 fishes. The fisherman catches 53 fishes in a week that includes good, fair and poor days. How many good days the fisherman had during the week?	"Rationale: Let's represent the number of good, fair, and poor days as G, F, and P respectively. We are given that:
G + F + P = 7 (total number of days in a week)
9G + 7F + 5P = 53 (total number of fishes caught)

From the first equation, we can express P in terms of G and F:
P = 7 - G - F

Substitute this into the second equation:
9G + 7F + 5(7 - G - F) = 53
9G + 7F + 35 - 5G - 5F = 53
4G +2F =18
2G+F=9

Now we need to find out how many good days (G) the fisherman had during the week. To do this, let's try different values for G starting from option A:

A) If there was only one good day (G=1), then there would be:
2(1)+F=9 => F=7

So, with one good day and seven fair days, total fishes caught would be: 
9*1+7*7+5*(7-1-1"
Some students arranged picnic. The budget was Rs. 240. Because four students of the group failed to go, the cost to each student was increased by Rs.5. How many students went for the picnic?	 A
A family of 2 parents and 2 children is waiting in line to order at a fast-food restaurant. Joey, the younger child, has a tendency to cause mischief when he is not watched carefully. Because of this, the father wants to keep Joey ahead of him in line at all times. How many different ways can the family arrange themselves in line, such that the father is able to watch Joey?	 C)24
A certain straight corridor has four doors, A, B, C and D (in that order) leading off from the same side. How far apart are doors B and C? The distance between doors B and D is 10 meters. The distance between A and C is 12 meters.	 D)2
You are buying pumpkins at a local farmer's market and are paying for the pumpkins by weight. Your container weighs 30 pounds. The pumpkins plus the container weighs 90 pounds. If you bought 10 pumpkins, how much was the average weight of your pumpkins?	 D)6 pounds
Preston's Health Foods makes a mixed nut blend that contains 26% cashews. Simon, one of the workers at the plant, has 9 kilograms of nuts that are 30% cashews. He also has a large supply of mixed nuts that contain 22% cashews. How many kilograms of the 22% cashew mix does Simon need to add to the 30% cashew mix to obtain a mix that is 26% cashews?	 [INS]
A builder has to pour a concrete slab 12 centimeters thick to cover an area 10 meters long and 2 meters wide. How many cubic meters of concrete will the builder need?	 B)2.4 cubic meter
A man buys a watch for Rs. 1950 in cash and sells it for Rs. 2200 on credit of 1 year. If the rate of interest is 10% per annum, the man:	
The cost of Brand V paper is proportional to the weight. If 12 ounces of Brand V paper cost $ 12, what is the cost of 16 ounces of Brand V paper?	 B) $16
Last year Joe grew 2 inch and Sally grew 200 percent more than Joe grew. How many inches did Sally grow last year?	 E)4
Akhil has twice as much money as Sohan and Sohan has 50% more money than what Pankaj has. If the average money with them is Rs 110, then Akhil has	 D)Rs180
A password to a certain database consists of digits that cannot be repeated. If the password is known to consist of at least 8 digits and it takes 12 seconds to try one combination, what is the amount of time, in minutes, necessary to guarantee access to database?	 E) $5/2.10!$
A single refined oil can contains 20% impurities. After double–refining, it contains 4% impurities. How much of double-refined oil can be obtained from 30 litres of single refined oil?	 C
In an election, 68% of the voters exercised their franchise. Of these, 48% were women. The number of males exercising their franchise was 53,040. How many eligible voters were there in total?	 B
A man invests Rs. 128 and obtained Rs. 16. The interest obtained by him is:	 [INS]
Lindsay can paint 25% of a certain room in 20 minutes. What fraction of the same room can Joseph paint in 20 minutes if the two of them can paint the room in an hour, working together at their respective rates?	 B)2.9 %
A, B and C start at the same time in the same direction to run around a circular stadium. A completes a round in 252 seconds, B in 308 seconds and c in 198 seconds, all starting at the same point. After what time will they again at the starting point ?	"Rationale: To find the time when A, B, and C will meet again at the starting point, we need to find the least common multiple (LCM) of their individual times taken to complete one round around the circular stadium.

Given:
Time taken by A = 252 seconds
Time taken by B = 308 seconds
Time taken by C = 198 seconds

We need to calculate LCM(252, 308, 198).

Step 1: Prime factorize each number:
- Prime factors of 252 are 2^2 * 3^2 * 7
- Prime factors of 308 are 2^2 * 7 * 11
- Prime factors of 198 are 2 *3^2*11

Step 2: Identify the highest power of each prime factor present in any of the numbers:
- Highest power of prime factor '2' is '2^2'
- Highest power of prime factor '3' is '3^2'
- Prime factor '7' is present in both numbers as it is.
- Prime factor '11' is present in only one number.

Step 3: Calculate LCM:
LCM(252,308,198) = (2^2)"
A house sold for $500,000 in 1990 and sold ten years later for $400,000. By what percent did the value of the house change?	 D) -20%
The distance between Omaha and Lincoln is 60 miles. John drives a car that gets 30 miles per gallon of gas, and David drives a car that gets 20 miles per gallon. How many more gallons of gas does David use on a round trip from Omaha to Lincoln?	 A)2
When a number is divided by 6 and then multiplied by 12 and the answer is 9, what is the number?	 A)4.5
A, B and C are three contestants in a 1000 m race. If A finishes the race 40 m ahead of B and 64 m ahead of C, how much did each of them cover at that time?	"Rationale: Let's denote the distance covered by A, B, and C as \(x\), \(y\), and \(z\) respectively.

From the given information:
1. A finishes 40m ahead of B: \(x = y + 40\)
2. A finishes 64m ahead of C: \(x = z + 64\)

We also know that the total distance covered by all three contestants is 1000m:
\(x + y + z = 1000\)

Substitute the first two equations into the third equation:
\(y + 40 + y + z + 64 = 1000\)
\(2y + z = 896\) 

Now we need to find a combination where when B covers a certain distance, C covers a certain distance.
Let's try each option:

A) When B covers 890 m, C covers (890 - x) - (866 - z) m
B) When B covers 860 m, C covers (860 - x) - (836 - z) m
C) When B covers 930 m, C covers (930 - x) - (906 - z) m
D) When B covers 960 m, C covers ("
At a delivery store, seven packages have an average (arithmetic mean) weight of 222 kg and a median weight of 270 kg. What is the maximum possible weight, in kilograms, of the lightest package?	"Rationale: Let's denote the weights of the seven packages as \(a_1, a_2, a_3, a_4, a_5, a_6,\) and \(a_7\), where \(a_i\) represents the weight of package i.

We know that the median weight is 270 kg. Since there are 7 packages arranged in ascending order by weight, the median will be the weight of the fourth package. So, we have \(a_4 = 270\).

The average weight is given as 222 kg. The average of these weights can be calculated as \(\frac{a_1 + a_2 + a_3 + a_4 + a_5 + a _6+ a _7}{7} = 222\). 

Since all weights are different and we want to find the maximum possible weight for the lightest package (which would be \(a1\)), we should minimize all other weights except for \(a4\) to maximize \(a1\).

Let's assume that all other weights are minimum:
\(a1 = x\), 
\(x+a2+x+270+x+a4+x+a5+x+a6=222*7\) (sum of all weights"
In 4 years, Raj's father will be double Raj's age then. Two years ago, while his mother was twice his age that time. If Raj is going to be 32 years old 8 years from now, then what is the sum of his parents age now?	 B
In 1989 the price of a new model S car was x dollars. If the price of the model S car increased each year by 10 percent of the previous year's price, what was the price of the car, in dollars, in 1991?	 C
Esteban is in a line at a theater. If he is the 26th person counting from the back of the line and the 18th person counting from the front of the line, how many people are in the line?	 A)41
Divide the number 49 into two parts, such that if the greater part is increased by 6 and the lesser part is decreased by 11, their ratio is 9 to 2.	 B
A Doctor must see 35 patients in a day. At 4 PM the doctor had seen 21 of his patients. What percentage of patients had he not seen ?	 A)40 %
Jay is selling his shoes and making a 15% gain from it. His friend wants to buy them so he offers him a 5% discount. At what price did Jay originally buy his shoes, if he sold it to his friend for $218.50?	 D) $200.00
If the area of a square region having sides of length 6 centimeters is equal to the area of a rectangular region having width 2 centimeters, then the length of the rectangle, in centimeters, is	 [A)16]
Gina and Tina's average grade is 23 points higher than Tina's grade. What is the difference between their grades?	 A) $46.
Of a certain high school graduating class, 25 percent of the students continued their formal education, and 50 percent of those who continued their formal education went to four-year colleges. If 100 students in the class went to four-year colleges, how many students were in the graduating class?	 A)500
A cycled from P to Q at 10 kmph and returned at the rate of 9 kmph. B cycled both ways at 12 kmph. In the whole journey B took 10 minutes less than A. Find the distance between P and Q.	 [B)2.75km]
If a rectangular box has two faces with an area of 25, two faces of area 50, and two faces of area 72, what is its volume?	"Rationale: 
Let's denote the dimensions of the rectangular box as length (l), width (w), and height (h). 

Given that two faces have an area of 25, we can write lw = 25. This gives us one equation.

Similarly, for two faces with an area of 50, we have lh = 50, giving us another equation.

And for two faces with an area of 72, we get wh = 72, providing a third equation.

Now let's solve these equations simultaneously to find the values of l, w, and h:

From lw = 25 and lh = 50:
w = 25/l
h = 50/l

Substitute these into wh = 72:
(25/l)(50/l) = 72
1250/l^2 = 72
l^2 ≈1250/72
l^2 ≈17.36
l ≈ √17.36 ≈4.17

Now substitute back to find w and h:
w ≈25/4.17 ≈6
h ≈50/4.17≈12

Finally, calculate the volume V= lwh:
V ≈4.17*6*"
Q is 30% of N. N is 170% of Y. What percentage of Y is Q?	 A)51%
The prices of a scooter and a television set are in the ratio 3:2 . If a scooter costs Rs.6000 more than the television set, the price of the scooter is :	 E
A scooter and a television cost ratio is 8:7. If cost of scooter is 4000 rs. more than television. Then, calculate the cost of television?	 B) $28,000
The length of each side of an equilateral triangle having an area of 4√3 cm^2 is?	 E
The sum of odd numbers between 20 and 30 is	 C
In the reading room of a library, there are 10 tables, 4 chairs per table. In each table there are different numbers of people seated. How many ways they will sit in the library so that no chair would be blank?	 [INS]
An engine of length 1000 m moving at 10 m/s. A bird is flying from the start of the engine to the end at x kmph and coming back at 2x. Take total time of bird traveling as 187.5 seconds. Find x and 2x	 A)17.456 m/sec, B)34.912 m/sec
Consider a courier company A which can deliver 100 parcels in 5 days with 5 men working for 8 hours a day. Consider another courier company B where every employee is equally efficient as that of company B. Company B is short of one man when compared to A and has a policy of asking its workers to work only for 6 hours a day. How long (in days) company B will take to deliver 100 parcels.	"Rationale: Let's first find the total work hours required to deliver 100 parcels by company A. 

Total work hours for company A = 5 days * 8 hours/day * 5 men = 200 man-hours

Now, let's find the efficiency ratio of company B compared to company A:
- Company A has 5 men working for 8 hours a day
- Company B has one less man but works for only 6 hours a day
- So, the efficiency ratio of B to A = (4 men * 6 hours) / (5 men * 8 hours) = (24 man-hours) / (40 man-hours) = 3/5

Since company B is only \(\frac{3}{5}\) as efficient as company A, it will take longer to complete the same amount of work.

Let x be the number of days required for company B to deliver 100 parcels.
So, Total work hours for company B = x days * 6 hours/day * 4 men

As both companies are delivering the same amount of work (100 parcels), we can equate their total work hours:
200 = x*6*4
x=50/24=25/12=2.08 days"
"Four people need to cross a dark river at night.
* They have only one torch and the river is too risky to cross without the torch.
* If all people cross simultaneously then torch light wont be sufficient.
* Speed of each person of crossing the river is different.cross time for each person is 1 min, 2 minutes, 7 minutes and 10 minutes.
What is the shortest time needed for all four of them to cross the river ?"	 D)15 min
Davji Shop sells samosas in boxes of different sizes. The samosas are priced at Rs. 2 per samosa up to 200 samosas. For every additional 20 samosas, the price of the whole lot goes down by 10 paise per samosa. What should be the maximum size of the box that would maximise the revenue?	"Rationale: To maximize revenue, we need to find the optimal number of samosas in a box that would generate the highest income. Let's calculate the revenue for different box sizes:

Let's denote:
- x as the number of samosas priced at Rs. 2 per samosa (up to 200 samosas)
- y as the additional number of samosas beyond 200

The price per samosa after the first 200 is Rs. (2 - y*0.10) per samosa.

The total revenue can be calculated as:
Total Revenue = (Price per samosa * Total Number of Samosas)

For x ≤ 200, each costs Rs. 2.
For y > 0, each costs Rs. (2 - y*0.10).

Therefore, Total Revenue = [x * 2 + y * (2 - y*0.10)]

We know that x + y should be less than or equal to some maximum box size N.

To maximize revenue, we need to find d(Total Revenue)/dy = 0 and check for maximum value.

Differentiating with respect to 'y' and setting it equal to zero gives us:
d(Total Revenue)/dy = -0.20y + 2"
If the ratio of age of mother and son 3:5, and the mother is 12 years old, then what will be the age of son?	 A) $20.0
Divide Rs.32000 in the ratio 3:5?	 A)12000,20000
What is the interest due after 40 days for Rs. 3200 at 10% interest per year?	 [INS]
A bakery has 4 varieties of pastries. Each variety is having many number of pastry. I want to purchase of 10 pastries such that I get to taste each variety. How many ways to purchase?	 A)72
