,question,choices,answer,unit,table_title,table,table_for_pd,row_num,column_num,solution,ques_type,ans_type,grade,split,cluster,index
19749,The school district compared how many swings each elementary school has. What is the mean of the numbers?,,6,,Swings,"School | Number of swings
Shoreline Elementary | 4
Jefferson Elementary | 10
Hillside Elementary | 6
Newberry Elementary | 2
Valley Elementary | 7
Roseville Elementary | 8
Boyd Elementary | 5","{'School': ['Shoreline Elementary', 'Jefferson Elementary', 'Hillside Elementary', 'Newberry Elementary', 'Valley Elementary', 'Roseville Elementary', 'Boyd Elementary'], 'Number of swings': ['4', '10', '6', '2', '7', '8', '5']}",8,2,"Read the numbers from the table.

4, 10, 6, 2, 7, 8, 5

First, count how many numbers are in the group.

There are 7 numbers.

Now add all the numbers together:

4 + 10 + 6 + 2 + 7 + 8 + 5 = 42

Now divide the sum by the number of numbers:

42 ÷ 7 = 6

The mean is 6.",free_text,integer_number,6,train,0,936
8617,The advertising agency counted the number of billboards in each city in the state. How many cities have at least 77 billboards?,,3,cities,Billboards per city,"Stem | Leaf 
3 | 9
4 | 
5 | 0
6 | 9
7 | 6
8 | 8, 9
9 | 0","{'Stem': ['3', '4', '5', '6', '7', '8', '9'], 'Leaf ': ['9', '', '0', '9', '6', '8, 9', '0']}",8,2,"Find the row with stem 7. Count all the leaves greater than or equal to 7.

Count all the leaves in the rows with stems 8 and 9.

You counted 3 leaves, which are blue in the stem-and-leaf plots above. 3 cities have at least 77 billboards.",free_text,integer_number,7,train,1,9630
15031,Hunter has $3.50. Does he have enough to buy a can of green beans and a can of peaches?,"['yes', 'no']",yes,,,"can of fruit cocktail | $2.58
can of peaches | $1.97
can of pears | $1.46
can of green beans | $1.20","{'Column 1': ['can of fruit cocktail', 'can of peaches', 'can of pears', 'can of green beans'], 'Column 2': ['$2.58', '$1.97', '$1.46', '$1.20']}",4,2,"Add the price of a can of green beans and the price of a can of peaches:

$1.20 + $1.97 = $3.17

$3.17 is less than $3.50. Hunter does have enough money.",multi_choice,boolean_text,4,train,2,2591
36592,Compare pattern A to pattern B. Which statement is true? ,"['Each term in pattern B is 7 more than the corresponding term in pattern A.', 'Each term in pattern B can be found by multiplying the corresponding term in pattern A by 2 and then adding 7.']",Each term in pattern B is 7 more than the corresponding term in pattern A.,,,"Pattern A | add | 5 0 | 5 | 10 | 15
Pattern B | add | 5 7 | 12 | 17 | 22","{'Column 1': ['Pattern A', 'Pattern B'], 'Column 2': ['add', 'add'], 'Column 3': ['5 0', '5 7'], 'Column 4': ['5', '12'], 'Column 5': ['10', '17'], 'Column 6': ['15', '22']}",2,6,"Look at the corresponding terms in the table. For example, the first pair of corresponding terms is 0 and 7.
Read the first statement.
Each term in pattern B is 7 more than the corresponding term in pattern A.
This statement is true for all of the corresponding terms.
0 + 7 = 7
5 + 7 = 12
10 + 7 = 17
15 + 7 = 22
Read the second statement.
Each term in pattern B can be found by multiplying the corresponding term in pattern A by2 and then adding 7.
This statement is not true for some of the corresponding terms. For example, if you multiply 5 by2 and then add 7, you do not get 12.",multi_choice,other_text,5,train,3,10143
27948,"Look at the following schedule. Liz is at Cherry Avenue. If she wants to arrive at North Avenue at 1.15 P.M., what time should she get on the train?","['12:30 P.M.', '9:15 A.M.', '10:45 A.M.', '11:00 A.M.']",10:45 A.M.,,Subway train schedule,"Spring Road | 9:00 A.M. | 9:15 A.M. | 9:30 A.M. | 10:00 A.M. | 11:00 A.M.
Highland Avenue | 9:30 A.M. | 9:45 A.M. | 10:00 A.M. | 10:30 A.M. | 11:30 A.M.
Poplar Street | 10:00 A.M. | 10:15 A.M. | 10:30 A.M. | 11:00 A.M. | 12:00 P.M.
Lake Street | 10:15 A.M. | 10:30 A.M. | 10:45 A.M. | 11:15 A.M. | 12:15 P.M.
Cherry Avenue | 10:30 A.M. | 10:45 A.M. | 11:00 A.M. | 11:30 A.M. | 12:30 P.M.
Hill Street | 11:30 A.M. | 11:45 A.M. | 12:00 P.M. | 12:30 P.M. | 1:30 P.M.
Mill Avenue | 12:15 P.M. | 12:30 P.M. | 12:45 P.M. | 1:15 P.M. | 2:15 P.M.
North Avenue | 1:00 P.M. | 1:15 P.M. | 1:30 P.M. | 2:00 P.M. | 3:00 P.M.","{'Column 1': ['Spring Road', 'Highland Avenue', 'Poplar Street', 'Lake Street', 'Cherry Avenue', 'Hill Street', 'Mill Avenue', 'North Avenue'], 'Column 2': ['9:00 A.M.', '9:30 A.M.', '10:00 A.M.', '10:15 A.M.', '10:30 A.M.', '11:30 A.M.', '12:15 P.M.', '1:00 P.M.'], 'Column 3': ['9:15 A.M.', '9:45 A.M.', '10:15 A.M.', '10:30 A.M.', '10:45 A.M.', '11:45 A.M.', '12:30 P.M.', '1:15 P.M.'], 'Column 4': ['9:30 A.M.', '10:00 A.M.', '10:30 A.M.', '10:45 A.M.', '11:00 A.M.', '12:00 P.M.', '12:45 P.M.', '1:30 P.M.'], 'Column 5': ['10:00 A.M.', '10:30 A.M.', '11:00 A.M.', '11:15 A.M.', '11:30 A.M.', '12:30 P.M.', '1:15 P.M.', '2:00 P.M.'], 'Column 6': ['11:00 A.M.', '11:30 A.M.', '12:00 P.M.', '12:15 P.M.', '12:30 P.M.', '1:30 P.M.', '2:15 P.M.', '3:00 P.M.']}",8,6,"Look at the row for North Avenue. Find the train that arrives at North Avenue at 1:15 P. M.

Look up the column until you find the row for Cherry Avenue.

Liz should get on the train at 10:45 A. M.",multi_choice,extractive_text,4,train,4,7715
11854,The students in Mr. Robertson's class recorded the number of siblings that each has. How many students have fewer than 2 siblings?,,31,,Siblings,"Number of siblings | Frequency
0 | 19
1 | 12
2 | 13
3 | 9","{'Number of siblings': ['0', '1', '2', '3'], 'Frequency': ['19', '12', '13', '9']}",5,2,"Find the rows for 0 and 1 sibling. Add the frequencies for these rows.

Add:

19 + 12 = 31

31 students have fewer than 2 siblings.",free_text,integer_number,7,train,0,12081
23529,Brittany conducted a blind taste test on some of her friends in order to determine if organic fruits tasted different than non-organic fruits. Each friend ate one type of fruit. What is the probability that a randomly selected friend preferred organic and tasted peaches? Simplify any fractions.,,7/19,,," | Apples | Peaches
Organic | 2 | 7
Non-organic | 7 | 3","{'': ['Organic', 'Non-organic'], 'Apples': ['2', '7'], 'Peaches': ['7', '3']}",3,3,"Let A be the event ""the friend preferred organic"" and B be the event ""the friend tasted peaches"".
To find the probability that a friend preferred organic and tasted peaches, first identify the sample space and the event.
The outcomes in the sample space are the different friends. Each friend is equally likely to be selected, so this is a uniform probability model.
The event is A and B, ""the friend preferred organic and tasted peaches"".
Since this is a uniform probability model, count the number of outcomes in the event A and B and count the total number of outcomes. Then, divide them to compute the probability.

Find the number of outcomes in the event A and B.
A and B is the event ""the friend preferred organic and tasted peaches"", so look at the table to see how many friends preferred organic and tasted peaches.
The number of friends who preferred organic and tasted peaches is 7.

Find the total number of outcomes.
Add all the numbers in the table to find the total number of friends.
2 + 7 + 7 + 3 = 19

Find P(A and B).
Since all outcomes are equally likely, the probability of event A and B is the number of outcomes in event A and B divided by the total number of outcomes.
P(A and B) = \frac{# of outcomes in A and B}{total # of outcomes}
 = \frac{7}{19}
The probability that a friend preferred organic and tasted peaches is \frac{7}{19}.",free_text,decimal_number,8,train,1,14031
4945,How much money does Hannah need to buy a ballet ticket and 7 orchestra tickets?,,443,$,,"dance performance ticket | $29.00
play ticket | $32.00
figure skating ticket | $41.00
ballet ticket | $37.00
opera ticket | $76.00
orchestra ticket | $58.00","{'Column 1': ['dance performance ticket', 'play ticket', 'figure skating ticket', 'ballet ticket', 'opera ticket', 'orchestra ticket'], 'Column 2': ['$29.00', '$32.00', '$41.00', '$37.00', '$76.00', '$58.00']}",6,2,"Find the cost of 7 orchestra tickets.

$58.00 × 7 = $406.00

Now find the total cost.

$37.00 + $406.00 = $443.00

Hannah needs $443.00.",free_text,integer_number,8,train,2,9361
32013,"Look at the table. Then answer the question. At a price of $1,045, is there a shortage or a surplus?","['shortage', 'surplus']",surplus,,,"Price | Quantity demanded | Quantity supplied
$665 | 15,500 | 16,200
$855 | 13,700 | 17,300
$1,045 | 11,900 | 18,400
$1,235 | 10,100 | 19,500
$1,425 | 8,300 | 20,600","{'Price': ['$665', '$855', '$1,045', '$1,235', '$1,425'], 'Quantity demanded': ['15,500', '13,700', '11,900', '10,100', '8,300'], 'Quantity supplied': ['16,200', '17,300', '18,400', '19,500', '20,600']}",6,3,"At the price of $1,045, the quantity demanded is less than the quantity supplied. There is too much of the good or service for sale at that price. So, there is a surplus.
",multi_choice,boolean_text,5,train,3,9826
7900,Look at the following schedule. Marshall got on the train at Rollercoaster Land at 5.45 A.M. What time will he get to Floral Gardens?,"['3:30 P.M.', '5:00 P.M.', '5:15 A.M.', '6:45 A.M.']",6:45 A.M.,,Train schedule,"Comfy Pillows Resort | 4:15 A.M. | 2:30 P.M. | 10:00 P.M.
Skyscraper City | 4:45 A.M. | 3:00 P.M. | 10:30 P.M.
Pleasant River Campground | 5:15 A.M. | 3:30 P.M. | 11:00 P.M.
Rollercoaster Land | 5:45 A.M. | 4:00 P.M. | 11:30 P.M.
Floral Gardens | 6:45 A.M. | 5:00 P.M. | 12:30 A.M.
Chickenville | 7:15 A.M. | 5:30 P.M. | 1:00 A.M.
Happy Cow Farm | 7:45 A.M. | 6:00 P.M. | 1:30 A.M.","{'Column 1': ['Comfy Pillows Resort', 'Skyscraper City', 'Pleasant River Campground', 'Rollercoaster Land', 'Floral Gardens', 'Chickenville', 'Happy Cow Farm'], 'Column 2': ['4:15 A.M.', '4:45 A.M.', '5:15 A.M.', '5:45 A.M.', '6:45 A.M.', '7:15 A.M.', '7:45 A.M.'], 'Column 3': ['2:30 P.M.', '3:00 P.M.', '3:30 P.M.', '4:00 P.M.', '5:00 P.M.', '5:30 P.M.', '6:00 P.M.'], 'Column 4': ['10:00 P.M.', '10:30 P.M.', '11:00 P.M.', '11:30 P.M.', '12:30 A.M.', '1:00 A.M.', '1:30 A.M.']}",7,4,"Find 5:45 A. M. in the row for Rollercoaster Land. That column shows the schedule for the train that Marshall is on.

Look down the column until you find the row for Floral Gardens.

Marshall will get to Floral Gardens at 6:45 A. M.",multi_choice,extractive_text,4,train,4,8071
28013,The teachers at a middle school counted how many computers they had in their classrooms. What is the mean of the numbers?,,9,,Computers in classrooms,"Teacher | Number of computers
Mrs. Tan | 4
Mr. Watson | 9
Ms. Cohen | 11
Mr. Lim | 6
Ms. Rojas | 3
Mrs. Jansen | 7
Mrs. Rossi | 16
Mr. Schmidt | 16","{'Teacher': ['Mrs. Tan', 'Mr. Watson', 'Ms. Cohen', 'Mr. Lim', 'Ms. Rojas', 'Mrs. Jansen', 'Mrs. Rossi', 'Mr. Schmidt'], 'Number of computers': ['4', '9', '11', '6', '3', '7', '16', '16']}",9,2,"Read the numbers from the table.

4, 9, 11, 6, 3, 7, 16, 16

First, count how many numbers are in the group.

There are 8 numbers.

Now add all the numbers together:

4 + 9 + 11 + 6 + 3 + 7 + 16 + 16 = 72

Now divide the sum by the number of numbers:

72 ÷ 8 = 9

The mean is 9.",free_text,integer_number,5,train,0,15575
25872,"Abby kept track of the number of games her soccer team won each year. According to the table, what was the rate of change between 2007 and 2008?",,-5,games per year,Games won by Abby's soccer team,"Year | Games won
2006 | 7
2007 | 40
2008 | 35
2009 | 47
2010 | 48","{'Year': ['2006', '2007', '2008', '2009', '2010'], 'Games won': ['7', '40', '35', '47', '48']}",6,2,"Plug the numbers into the formula for rate of change and simplify.
Rate of change
 = \frac{change in value}{change in time}
 = \frac{35 games - 40 games}{2008 - 2007}
 = \frac{35 games - 40 games}{1 year}
 = \frac{-5 games}{1 year}
 = -5 games per year
The rate of change between 2007 and 2008 was - 5 games per year.",free_text,integer_number,8,train,1,6197
34056,How much money does Lily need to buy 6 Mustang horses and 6 Clydesdale horses?,,"90,360",$,,"Palomino horse | $4,169
Quarter horse | $3,003
Mustang horse | $7,845
Pinto horse | $1,034
Arabian horse | $3,916
Clydesdale horse | $7,215","{'Column 1': ['Palomino horse', 'Quarter horse', 'Mustang horse', 'Pinto horse', 'Arabian horse', 'Clydesdale horse'], 'Column 2': ['$4,169', '$3,003', '$7,845', '$1,034', '$3,916', '$7,215']}",6,2,"Find the cost of 6 Mustang horses.

$7,845 × 6 = $47,070

Find the cost of 6 Clydesdale horses.

$7,215 × 6 = $43,290

Now find the total cost.

$47,070 + $43,290 = $90,360

Lily needs $90,360.",free_text,integer_number,8,train,2,1635
27945,The table shows a function. Is the function linear or nonlinear?,"['linear', 'nonlinear']",linear,,,"x | y
2 | 15
3 | 8
4 | 1","{'x': ['2', '3', '4'], 'y': ['15', '8', '1']}",4,2,"To determine whether the function is linear or nonlinear, see whether it has a constant rate of change.
Pick the points in any two rows of the table and calculate the rate of change between them. The first two rows are a good place to start.
Call the values in the first row x1 and y1. Call the values in the second row x2 and y2.
Rate of change = \frac{y2 - y1}{x2 - x1}
 = \frac{8 - 15}{3 - 2}
 = \frac{-7}{1}
 = -7
Now pick any other two rows and calculate the rate of change between them.
Call the values in the second row x1 and y1. Call the values in the third row x2 and y2.
Rate of change = \frac{y2 - y1}{x2 - x1}
 = \frac{1 - 8}{4 - 3}
 = \frac{-7}{1}
 = -7
The two rates of change are the same.
7.
This means the rate of change is the same for each pair of points. So, the function has a constant rate of change.
The function is linear.",multi_choice,boolean_text,8,train,3,13051
31027,Look at the following schedule. When does the advanced ballet class begin?,"['5:30 P.M.', '10:40 A.M.', '1:50 P.M.', '2:40 P.M.']",1:50 P.M.,,Dance studio schedule,"Class | Begin | End
intermediate ballet | 9:10 A.M. | 10:35 A.M.
modern dance | 10:40 A.M. | 11:10 A.M.
beginning ballet | 11:20 A.M. | 11:50 A.M.
hip hop dance | 12:05 P.M. | 1:00 P.M.
salsa dance | 1:10 P.M. | 1:40 P.M.
advanced ballet | 1:50 P.M. | 2:25 P.M.
western dance | 2:40 P.M. | 3:40 P.M.
swing dance | 3:45 P.M. | 5:25 P.M.
tap dance | 5:30 P.M. | 6:00 P.M.
ballroom dance | 6:05 P.M. | 7:40 P.M.","{'Class': ['intermediate ballet', 'modern dance', 'beginning ballet', 'hip hop dance', 'salsa dance', 'advanced ballet', 'western dance', 'swing dance', 'tap dance', 'ballroom dance'], 'Begin': ['9:10 A.M.', '10:40 A.M.', '11:20 A.M.', '12:05 P.M.', '1:10 P.M.', '1:50 P.M.', '2:40 P.M.', '3:45 P.M.', '5:30 P.M.', '6:05 P.M.'], 'End': ['10:35 A.M.', '11:10 A.M.', '11:50 A.M.', '1:00 P.M.', '1:40 P.M.', '2:25 P.M.', '3:40 P.M.', '5:25 P.M.', '6:00 P.M.', '7:40 P.M.']}",11,3,"Find the advanced ballet class on the schedule. Find the beginning time for the advanced ballet class.

advanced ballet: 1:50 P. M.",multi_choice,extractive_text,3,train,4,2010
