,question,choices,answer,unit,table_title,table,table_for_pd,row_num,column_num,solution,ques_type,ans_type,grade,split,cluster,index
2350,The table shows a function. Is the function linear or nonlinear?,"['linear', 'nonlinear']",nonlinear,,,"x | y
6 | 6
7 | 14
8 | 18","{'x': ['6', '7', '8'], 'y': ['6', '14', '18']}",4,2,"To determine whether the function is linear or nonlinear, see whether it has a constant rate of change.
Pick the points in any two rows of the table and calculate the rate of change between them. The first two rows are a good place to start.
Call the values in the first row x1 and y1. Call the values in the second row x2 and y2.
Rate of change = \frac{y2 - y1}{x2 - x1}
 = \frac{14 - 6}{7 - 6}
 = \frac{8}{1}
 = 8
Now pick any other two rows and calculate the rate of change between them.
Call the values in the second row x1 and y1. Call the values in the third row x2 and y2.
Rate of change = \frac{y2 - y1}{x2 - x1}
 = \frac{18 - 14}{8 - 7}
 = \frac{4}{1}
 = 4
The rate of change is not the same for each pair of points. So, the function does not have a constant rate of change.
The function is nonlinear.",multi_choice,boolean_text,8,train,3,8718
4836,Look at the following schedule. When does the train arrive at the library?,"['12:50 P.M.', '12:25 P.M.', '12:15 P.M.', '11:35 A.M.']",12:25 P.M.,,Light rail train schedule,"Location | Time
zoo | 10:50 A.M.
art museum | 11:10 A.M.
high school | 11:35 A.M.
science museum | 11:55 A.M.
university | 12:15 P.M.
library | 12:25 P.M.
basketball stadium | 12:50 P.M.
grocery store | 12:55 P.M.
swimming pool | 1:25 P.M.","{'Location': ['zoo', 'art museum', 'high school', 'science museum', 'university', 'library', 'basketball stadium', 'grocery store', 'swimming pool'], 'Time': ['10:50 A.M.', '11:10 A.M.', '11:35 A.M.', '11:55 A.M.', '12:15 P.M.', '12:25 P.M.', '12:50 P.M.', '12:55 P.M.', '1:25 P.M.']}",10,2,"Find the library on the schedule. Find the arrival time for the library.

library: 12:25 P. M.",multi_choice,extractive_text,3,train,4,9933
10178,The city recorded how many fire hydrants there are on each street. What is the mode of the numbers?,,13,,Fire hydrants,"Street | Number of hydrants
Lemon Street | 5
Cedar Street | 13
Maple Street | 5
Elm Street | 13
Fir Street | 13
Oak Street | 14","{'Street': ['Lemon Street', 'Cedar Street', 'Maple Street', 'Elm Street', 'Fir Street', 'Oak Street'], 'Number of hydrants': ['5', '13', '5', '13', '13', '14']}",7,2,"Read the numbers from the table.

5, 13, 5, 13, 13, 14

First, arrange the numbers from least to greatest:

5, 5, 13, 13, 13, 14

Now count how many times each number appears.

5 appears 2 times.
13 appears 3 times.
14 appears 1 time.

The number that appears most often is 13.

The mode is 13.",free_text,integer_number,5,train,0,9655
8509,"For a social studies project, Shannon counted the number of classrooms in each school in the city. How many schools have at least 42 classrooms but fewer than 80 classrooms?",,12,schools,Classrooms per school,"Stem | Leaf 
3 | 2, 2, 5
4 | 1, 2, 3, 6, 7, 9
5 | 2
6 | 4, 5, 8
7 | 0, 1, 5
8 | 5, 5, 9","{'Stem': ['3', '4', '5', '6', '7', '8'], 'Leaf ': ['2, 2, 5', '1, 2, 3, 6, 7, 9', '2', '4, 5, 8', '0, 1, 5', '5, 5, 9']}",7,2,"Find the row with stem 4. Count all the leaves greater than or equal to 2.

Count all the leaves in the rows with stems 5, 6, and 7.

You counted 12 leaves, which are blue in the stem-and-leaf plots above. 12 schools have at least 42 classrooms but fewer than 80 classrooms.",free_text,integer_number,6,train,1,14446
25176,How much more does a cookie jar cost than a casserole dish?,,1.17,$,,"teapot | $24.76
cookie jar | $18.67
serving platter | $12.93
casserole dish | $17.50
coffee pot | $10.74","{'Column 1': ['teapot', 'cookie jar', 'serving platter', 'casserole dish', 'coffee pot'], 'Column 2': ['$24.76', '$18.67', '$12.93', '$17.50', '$10.74']}",5,2,"Subtract the price of a casserole dish from the price of a cookie jar.

$18.67 - $17.50 = $1.17

A cookie jar costs $1.17 more than a casserole dish.",free_text,decimal_number,4,train,2,13948
28851,The table shows a function. Is the function linear or nonlinear?,"['linear', 'nonlinear']",linear,,,"x | y
13 | 18
14 | 12
15 | 6","{'x': ['13', '14', '15'], 'y': ['18', '12', '6']}",4,2,"To determine whether the function is linear or nonlinear, see whether it has a constant rate of change.
Pick the points in any two rows of the table and calculate the rate of change between them. The first two rows are a good place to start.
Call the values in the first row x1 and y1. Call the values in the second row x2 and y2.
Rate of change = \frac{y2 - y1}{x2 - x1}
 = \frac{12 - 18}{14 - 13}
 = \frac{-6}{1}
 = -6
Now pick any other two rows and calculate the rate of change between them.
Call the values in the first row x1 and y1. Call the values in the third row x2 and y2.
Rate of change = \frac{y2 - y1}{x2 - x1}
 = \frac{6 - 18}{15 - 13}
 = \frac{-12}{2}
 = -6
The two rates of change are the same.
6.
This means the rate of change is the same for each pair of points. So, the function has a constant rate of change.
The function is linear.",multi_choice,boolean_text,8,train,3,11151
9967,Look at the following schedule. Which event begins at 6.00 P.M.?,"['theater auditions', 'choir rehearsal', 'orchestra rehearsal', 'swim team practice']",choir rehearsal,,High school schedule,"Event | Begin | End
orchestra rehearsal | 1:20 P.M. | 2:55 P.M.
theater auditions | 2:45 P.M. | 3:30 P.M.
wrestling practice | 3:05 P.M. | 4:25 P.M.
men's basketball game | 4:00 P.M. | 5:25 P.M.
French club meeting | 5:00 P.M. | 6:15 P.M.
choir rehearsal | 6:00 P.M. | 7:20 P.M.
swim team practice | 6:55 P.M. | 7:50 P.M.","{'Event': ['orchestra rehearsal', 'theater auditions', 'wrestling practice', ""men's basketball game"", 'French club meeting', 'choir rehearsal', 'swim team practice'], 'Begin': ['1:20 P.M.', '2:45 P.M.', '3:05 P.M.', '4:00 P.M.', '5:00 P.M.', '6:00 P.M.', '6:55 P.M.'], 'End': ['2:55 P.M.', '3:30 P.M.', '4:25 P.M.', '5:25 P.M.', '6:15 P.M.', '7:20 P.M.', '7:50 P.M.']}",8,3,Find 6:00 P. M. on the schedule. The choir rehearsal begins at 6:00 P. M.,multi_choice,extractive_text,3,train,4,209
918,Tanner graphed the daily low temperature for 7 days. What is the median of the numbers?,,7,,Daily low temperature,"Day | Temperature (Â°C)
Thursday | 6
Friday | 9
Saturday | 6
Sunday | 10
Monday | 4
Tuesday | 9
Wednesday | 7","{'Day': ['Thursday', 'Friday', 'Saturday', 'Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'Temperature (Â°C)': ['6', '9', '6', '10', '4', '9', '7']}",8,2,"Read the numbers from the table.

6, 9, 6, 10, 4, 9, 7

First, arrange the numbers from least to greatest:

4, 6, 6, 7, 9, 9, 10

Now find the number in the middle.

4, 6, 6, 7, 9, 9, 10

The number in the middle is 7.

The median is 7.",free_text,integer_number,6,train,0,93
2990,"Every year Rockport has a citywide relay and reports the winning times. According to the table, what was the rate of change between 2018 and 2019?",,1,minutes per year,Winning relay times,"Year | Winning time (minutes)
2015 | 45
2016 | 30
2017 | 29
2018 | 38
2019 | 39","{'Year': ['2015', '2016', '2017', '2018', '2019'], 'Winning time (minutes)': ['45', '30', '29', '38', '39']}",6,2,"Plug the numbers into the formula for rate of change and simplify.
Rate of change
 = \frac{change in value}{change in time}
 = \frac{39 minutes - 38 minutes}{2019 - 2018}
 = \frac{39 minutes - 38 minutes}{1 year}
 = \frac{1 minute}{1 year}
 = 1 minute per year
The rate of change between 2018 and 2019 was 1 minute per year.",free_text,integer_number,8,train,1,8895
19662,Aubrey has $395.00. Does she have enough to buy a coffee table and a kitchen table?,"['yes', 'no']",yes,,,"couch | $239.00
leather chair | $397.00
coffee table | $138.00
desk | $252.00
set of bunk beds | $418.00
kitchen table | $241.00","{'Column 1': ['couch', 'leather chair', 'coffee table', 'desk', 'set of bunk beds', 'kitchen table'], 'Column 2': ['$239.00', '$397.00', '$138.00', '$252.00', '$418.00', '$241.00']}",6,2,"Add the price of a coffee table and the price of a kitchen table:

$138.00 + $241.00 = $379.00

$379.00 is less than $395.00. Aubrey does have enough money.",multi_choice,boolean_text,8,train,2,15476
23386,The table shows a function. Is the function linear or nonlinear?,"['linear', 'nonlinear']",nonlinear,,,"x | y
6 | 16
7 | 9
8 | 1","{'x': ['6', '7', '8'], 'y': ['16', '9', '1']}",4,2,"To determine whether the function is linear or nonlinear, see whether it has a constant rate of change.
Pick the points in any two rows of the table and calculate the rate of change between them. The first two rows are a good place to start.
Call the values in the first row x1 and y1. Call the values in the second row x2 and y2.
Rate of change = \frac{y2 - y1}{x2 - x1}
 = \frac{9 - 16}{7 - 6}
 = \frac{-7}{1}
 = -7
Now pick any other two rows and calculate the rate of change between them.
Call the values in the second row x1 and y1. Call the values in the third row x2 and y2.
Rate of change = \frac{y2 - y1}{x2 - x1}
 = \frac{1 - 9}{8 - 7}
 = \frac{-8}{1}
 = -8
The rate of change is not the same for each pair of points. So, the function does not have a constant rate of change.
The function is nonlinear.",multi_choice,boolean_text,8,train,3,14350
30346,Look at the following schedule. Tom got on the train at Richmond at 6.15 P.M. What time will he get to Dover?,"['5:45 P.M.', '11:00 A.M.', '12:00 A.M.', '9:30 P.M.']",9:30 P.M.,,Train schedule,"Richmond | 5:15 A.M. | 7:45 A.M. | 12:00 P.M. | 6:15 P.M.
Allenville | 5:45 A.M. | 8:15 A.M. | 12:30 P.M. | 6:45 P.M.
Newport | 7:00 A.M. | 9:30 A.M. | 1:45 P.M. | 8:00 P.M.
Dover | 8:30 A.M. | 11:00 A.M. | 3:15 P.M. | 9:30 P.M.
Lancaster | 10:15 A.M. | 12:45 P.M. | 5:00 P.M. | 11:15 P.M.
Winchester | 11:00 A.M. | 1:30 P.M. | 5:45 P.M. | 12:00 A.M.","{'Column 1': ['Richmond', 'Allenville', 'Newport', 'Dover', 'Lancaster', 'Winchester'], 'Column 2': ['5:15 A.M.', '5:45 A.M.', '7:00 A.M.', '8:30 A.M.', '10:15 A.M.', '11:00 A.M.'], 'Column 3': ['7:45 A.M.', '8:15 A.M.', '9:30 A.M.', '11:00 A.M.', '12:45 P.M.', '1:30 P.M.'], 'Column 4': ['12:00 P.M.', '12:30 P.M.', '1:45 P.M.', '3:15 P.M.', '5:00 P.M.', '5:45 P.M.'], 'Column 5': ['6:15 P.M.', '6:45 P.M.', '8:00 P.M.', '9:30 P.M.', '11:15 P.M.', '12:00 A.M.']}",6,5,"Find 6:15 P. M. in the row for Richmond. That column shows the schedule for the train that Tom is on.

Look down the column until you find the row for Dover.

Tom will get to Dover at 9:30 P. M.",multi_choice,extractive_text,4,train,4,8674
7694,Each field has 2 donkeys. How many donkeys are in 3 fields?,,6,,,"Number of fields | Number of donkeys
1 | 2
2 | 4
3 | ?","{'Number of fields': ['1', '2', '3'], 'Number of donkeys': ['2', '4', '?']}",4,2,Count by twos. Use the chart: there are 6 donkeys in 3 fields.,free_text,integer_number,2,train,0,14299
32489,A farmer counted the number of apples on each tree in her orchard. How many trees have exactly 37 apples?,,3,,Apples per tree,"Stem | Leaf 
1 | 6, 9
2 | 4
3 | 7, 7, 7, 9
4 | 
5 | 
6 | 
7 | 1, 8
8 | 2, 8, 9
9 | 0","{'Stem': ['1', '2', '3', '4', '5', '6', '7', '8', '9'], 'Leaf ': ['6, 9', '4', '7, 7, 7, 9', '', '', '', '1, 8', '2, 8, 9', '0']}",10,2,"For the number 37, the stem is 3, and the leaf is 7. Find the row where the stem is 3. In that row, count all the leaves equal to 7.

You counted 3 leaves, which are blue in the stem-and-leaf plot above. 3 trees have exactly 37 apples.",free_text,integer_number,4,train,1,7296
21934,How much money does Lindsey need to buy an orange marker and a green colored pencil?,,1.08,$,,"package of crayons | $0.81
bright yellow highlighter | $0.79
orange marker | $0.80
silver pen | $0.38
thin green highlighter | $0.59
green colored pencil | $0.28","{'Column 1': ['package of crayons', 'bright yellow highlighter', 'orange marker', 'silver pen', 'thin green highlighter', 'green colored pencil'], 'Column 2': ['$0.81', '$0.79', '$0.80', '$0.38', '$0.59', '$0.28']}",6,2,"Add the price of an orange marker and the price of a green colored pencil:

$0.80 + $0.28 = $1.08

Lindsey needs $1.08.",free_text,decimal_number,3,train,2,5568
19141,The table shows a function. Is the function linear or nonlinear?,"['linear', 'nonlinear']",nonlinear,,,"x | y
16 | 14
17 | 18
18 | 19","{'x': ['16', '17', '18'], 'y': ['14', '18', '19']}",4,2,"To determine whether the function is linear or nonlinear, see whether it has a constant rate of change.
Pick the points in any two rows of the table and calculate the rate of change between them. The first two rows are a good place to start.
Call the values in the first row x1 and y1. Call the values in the second row x2 and y2.
Rate of change = \frac{y2 - y1}{x2 - x1}
 = \frac{18 - 14}{17 - 16}
 = \frac{4}{1}
 = 4
Now pick any other two rows and calculate the rate of change between them.
Call the values in the second row x1 and y1. Call the values in the third row x2 and y2.
Rate of change = \frac{y2 - y1}{x2 - x1}
 = \frac{19 - 18}{18 - 17}
 = \frac{1}{1}
 = 1
The rate of change is not the same for each pair of points. So, the function does not have a constant rate of change.
The function is nonlinear.",multi_choice,boolean_text,8,train,3,156
11516,Look at the following schedule. When does the train depart from Fairview?,"['2:30 A.M.', '12:30 A.M.', '12:10 A.M.', '2:05 A.M.']",2:30 A.M.,,Train schedule,"Location | Arrive | Depart
Norwood | 10:20 P.M. | 10:40 P.M.
Burlington | 12:10 A.M. | 12:30 A.M.
Fairview | 2:05 A.M. | 2:30 A.M.
Hillsboro | 3:20 A.M. | 3:40 A.M.
Lexington | 5:15 A.M. | 5:25 A.M.
Kingwood | 6:40 A.M. | 7:00 A.M.","{'Location': ['Norwood', 'Burlington', 'Fairview', 'Hillsboro', 'Lexington', 'Kingwood'], 'Arrive': ['10:20 P.M.', '12:10 A.M.', '2:05 A.M.', '3:20 A.M.', '5:15 A.M.', '6:40 A.M.'], 'Depart': ['10:40 P.M.', '12:30 A.M.', '2:30 A.M.', '3:40 A.M.', '5:25 A.M.', '7:00 A.M.']}",7,3,"Find Fairview on the schedule. Find the departure time for Fairview.

Fairview: 2:30 A. M.",multi_choice,extractive_text,3,train,4,2539
